customer_id,recency,frequency,monetary,R_score,F_score,M_score,RFM_score,segment,loyalty_member
C1473,142,6,32.69,1,1,1,3,Lost / Hibernating,True
C1474,8,8,51.480000000000004,5,2,2,9,New / Promising,False
C1475,24,9,81.39,3,3,4,10,Needs Attention,False
C1476,56,7,45.03,2,2,1,5,Lost / Hibernating,False
C1477,9,8,56.05,4,2,2,8,New / Promising,False
C1478,33,7,42.56,3,2,1,6,Needs Attention,False
C1479,23,9,59.14,3,3,2,8,Needs Attention,False
C1480,66,11,74.58,2,4,4,10,At Risk,False
C1481,45,13,108.55,2,5,5,12,At Risk,False
C1482,177,4,28.84,1,1,1,3,Lost / Hibernating,True
C1483,66,13,87.93,2,5,4,11,At Risk,False
C1484,74,3,14.979999999999999,1,1,1,3,Lost / Hibernating,False
C1485,17,7,63.2,4,2,3,9,New / Promising,True
C1486,5,10,86.75,5,4,4,13,Champions,False
C1487,58,7,70.23,2,2,3,7,Lost / Hibernating,False
C1488,4,10,73.41,5,4,3,12,Loyal Customers,True
C1489,32,11,84.66,3,4,4,11,Needs Attention,False
C1490,11,10,92.41,4,4,5,13,Champions,True
C1491,1,11,94.2,5,4,5,14,Champions,False
C1492,36,14,84.75,3,5,4,12,Needs Attention,False
C1493,12,9,80.62,4,3,4,11,Loyal Customers,False
C1494,13,9,46.63,4,3,2,9,Loyal Customers,True
C1495,2,7,72.16,5,2,3,10,New / Promising,True
C1496,8,15,115.5,5,5,5,15,Champions,False
C1497,113,6,36.65,1,1,1,3,Lost / Hibernating,False
C1498,1,9,74.32000000000001,5,3,4,12,Loyal Customers,False
C1499,22,18,101.48,4,5,5,14,Champions,False
C1500,43,9,64.92,2,3,3,8,Needs Attention,True
C1501,164,9,54.42,1,3,2,6,Needs Attention,False
C1502,11,10,108.96,4,4,5,13,Champions,True
C1503,77,4,22.22,1,1,1,3,Lost / Hibernating,True
C1504,53,6,42.89,2,1,1,4,Lost / Hibernating,False
C1505,15,10,74.97,4,4,4,12,Champions,True
C1506,5,8,45.68,5,2,2,9,New / Promising,True
C1507,19,7,48.83,4,2,2,8,New / Promising,True
C1508,33,10,68.34,3,4,3,10,Needs Attention,False
C1509,4,8,55.07,5,2,2,9,New / Promising,False
C1510,63,11,71.7,2,4,3,9,At Risk,True
C1511,31,10,89.41,3,4,5,12,Needs Attention,False
C1512,24,8,58.37,3,2,2,7,Needs Attention,False
C1513,12,11,69.22,4,4,3,11,Loyal Customers,True
C1514,18,8,49.24,4,2,2,8,New / Promising,True
C1515,69,7,49.32,1,2,2,5,Lost / Hibernating,False
C1516,104,4,19.330000000000002,1,1,1,3,Lost / Hibernating,False
C1517,64,12,76.69,2,5,4,11,At Risk,False
C1518,1,17,124.26,5,5,5,15,Champions,False
C1519,30,7,42.56,3,2,1,6,Needs Attention,True
C1520,90,4,19.19,1,1,1,3,Lost / Hibernating,True
C1521,40,8,50.82,2,3,2,7,Needs Attention,False
C1522,12,11,75.1,4,4,4,12,Champions,True
C1523,19,8,63.89,4,3,3,10,Loyal Customers,False
C1524,98,10,75.33,1,4,4,9,At Risk,False
C1525,25,10,79.08,3,4,4,11,Needs Attention,False
C1526,28,9,71.67,3,3,3,9,Needs Attention,False
C1527,20,9,61.32,4,3,3,10,Loyal Customers,True
C1528,58,5,39.44,2,1,1,4,Lost / Hibernating,True
C1529,19,12,105.45,4,5,5,14,Champions,True
C1530,28,4,31.85,3,1,1,5,Needs Attention,False
C1531,28,7,66.92,3,2,3,8,Needs Attention,True
C1532,40,5,33.14,2,1,1,4,Lost / Hibernating,True
C1533,22,12,98.28999999999999,4,5,5,14,Champions,True
C1534,26,12,59.57,3,5,2,10,Needs Attention,True
C1535,19,10,62.07,4,4,3,11,Loyal Customers,False
C1536,20,15,126.51,4,5,5,14,Champions,True
C1537,20,13,82.74000000000001,4,5,4,13,Champions,False
C1538,4,10,113.43,5,4,5,14,Champions,True
C1539,19,7,63.91,4,2,3,9,New / Promising,False
C1540,1,9,92.46,5,3,5,13,Loyal Customers,False
C1541,1,8,59.61,5,3,2,10,Loyal Customers,True
C1542,82,9,57.57,1,3,2,6,Needs Attention,False
C1543,19,14,109.23,4,5,5,14,Champions,False
C1544,42,8,56.16,2,3,2,7,Needs Attention,False
C1545,11,15,103.81,4,5,5,14,Champions,True
C1546,8,9,60.41,5,3,2,10,Loyal Customers,True
C1547,166,6,45.03,1,1,1,3,Lost / Hibernating,False
C1548,31,8,50.07,3,3,2,8,Needs Attention,True
C1549,40,11,97.16,2,4,5,11,At Risk,False
C1550,67,9,66.36,1,3,3,7,Needs Attention,False
C1551,159,5,39.61,1,1,1,3,Lost / Hibernating,False
C1552,28,11,93.96000000000001,3,4,5,12,Needs Attention,False
C1553,5,8,71.34,5,3,3,11,Loyal Customers,False
C1554,33,5,36.6,3,1,1,5,Needs Attention,True
C1555,18,9,59.39,4,3,2,9,Loyal Customers,True
C1556,64,9,64.28999999999999,2,3,3,8,Needs Attention,False
C1557,54,10,68.65,2,4,3,9,At Risk,False
C1558,116,6,44.09,1,1,1,3,Lost / Hibernating,True
C1559,21,9,63.59,4,3,3,10,Loyal Customers,True
C1560,34,11,87.95,3,4,4,11,Needs Attention,False
C1561,5,11,88.18,5,4,4,13,Champions,False
C1562,32,9,58.17,3,3,2,8,Needs Attention,False
C1563,54,2,21.619999999999997,2,1,1,4,Lost / Hibernating,True
C1564,39,9,75.89,3,3,4,10,Needs Attention,True
C1565,4,12,78.0,5,5,4,14,Champions,False
C1566,54,9,83.85,2,3,4,9,Needs Attention,True
C1567,77,11,74.95,1,4,4,9,At Risk,False
C1568,20,16,133.15,4,5,5,14,Champions,False
C1569,14,14,109.01,4,5,5,14,Champions,True
C1570,35,5,35.56,3,1,1,5,Needs Attention,True
C1571,39,14,98.39,3,5,5,13,Needs Attention,True
C1572,36,9,60.9,3,3,3,9,Needs Attention,False
C1573,43,12,74.86,2,5,4,11,At Risk,False
C1574,50,14,80.44,2,5,4,11,At Risk,True
C1575,19,12,86.19,4,5,4,13,Champions,False
C1576,3,5,32.44,5,1,1,7,New / Promising,False
C1577,55,6,70.53,2,1,3,6,Lost / Hibernating,False
C1578,9,7,42.05,4,2,1,7,New / Promising,False
C1579,117,8,53.71,1,3,2,6,Needs Attention,True
C1580,30,8,56.78,3,3,2,8,Needs Attention,True
C1581,13,5,38.16,4,1,1,6,New / Promising,False
C1582,43,10,87.08,2,4,4,10,At Risk,True
C1583,71,6,38.75,1,2,1,4,Lost / Hibernating,False
C1584,34,9,50.07,3,3,2,8,Needs Attention,True
C1585,7,13,100.57,5,5,5,15,Champions,True
C1586,82,4,28.689999999999998,1,1,1,3,Lost / Hibernating,True
C1587,27,14,99.88,3,5,5,13,Needs Attention,False
C1588,50,8,58.12,2,3,2,7,Needs Attention,True
C1589,55,8,57.01,2,3,2,7,Needs Attention,True
C1590,16,14,101.2,4,5,5,14,Champions,False
C1591,25,8,84.33,3,3,4,10,Needs Attention,True
C1592,37,8,36.6,3,3,1,7,Needs Attention,True
C1593,4,11,85.46000000000001,5,4,4,13,Champions,True
C1594,52,9,52.67,2,3,2,7,Needs Attention,True
C1595,63,7,63.49,2,2,3,7,Lost / Hibernating,True
C1596,18,7,74.44,4,2,4,10,New / Promising,False
C1597,23,10,110.41,3,4,5,12,Needs Attention,True
C1598,39,11,99.42,3,4,5,12,Needs Attention,False
C1599,123,4,20.669999999999998,1,1,1,3,Lost / Hibernating,False
C1600,7,12,66.77,5,5,3,13,Loyal Customers,True
C1601,117,12,92.53,1,5,5,11,At Risk,True
C1602,7,11,79.05,5,4,4,13,Champions,True
C1603,52,6,32.64,2,2,1,5,Lost / Hibernating,False
C1604,17,16,84.54,4,5,4,13,Champions,True
C1605,62,6,54.3,2,2,2,6,Lost / Hibernating,False
C1606,23,10,72.58,3,4,3,10,Needs Attention,False
C1607,46,12,81.19,2,5,4,11,At Risk,False
C1608,96,8,43.95,1,3,1,5,Needs Attention,False
C1609,14,8,45.17,4,3,1,8,Loyal Customers,False
C1610,1,8,60.79,5,3,3,11,Loyal Customers,True
C1611,21,10,95.5,4,4,5,13,Champions,True
C1612,50,6,48.25,2,2,2,6,Lost / Hibernating,True
C1613,55,6,39.6,2,2,1,5,Lost / Hibernating,False
C1614,58,7,40.76,2,2,1,5,Lost / Hibernating,False
C1615,19,5,39.06,4,1,1,6,New / Promising,False
C1616,28,9,52.8,3,3,2,8,Needs Attention,True
C1617,65,8,60.19,2,3,2,7,Needs Attention,False
C1618,29,21,163.8,3,5,5,13,Needs Attention,False
C1619,28,11,90.91,3,4,5,12,Needs Attention,False
C1620,41,9,63.51,2,3,3,8,Needs Attention,False
C1621,4,11,81.09,5,4,4,13,Champions,True
C1622,18,9,61.43,4,3,3,10,Loyal Customers,True
C1623,23,13,100.43,3,5,5,13,Needs Attention,False
C1624,32,7,52.62,3,2,2,7,Needs Attention,True
C1625,14,12,76.13,4,5,4,13,Champions,True
C1626,107,9,88.05,1,3,4,8,Needs Attention,True
C1627,26,16,117.02,3,5,5,13,Needs Attention,True
C1628,3,3,31.01,5,1,1,7,New / Promising,False
C1629,24,9,67.97,3,3,3,9,Needs Attention,False
C1630,23,10,70.85,3,4,3,10,Needs Attention,True
C1631,55,5,38.04,2,1,1,4,Lost / Hibernating,True
C1632,4,7,43.64,5,2,1,8,New / Promising,False
C1633,13,12,87.22,4,5,4,13,Champions,False
C1634,26,9,65.95,3,3,3,9,Needs Attention,False
C1635,76,5,23.89,1,1,1,3,Lost / Hibernating,False
C1636,95,9,61.24,1,3,3,7,Needs Attention,True
C1637,31,8,60.84,3,3,3,9,Needs Attention,True
C1638,8,9,74.55,5,3,4,12,Loyal Customers,False
C1639,5,5,46.55,5,1,2,8,New / Promising,False
C1640,25,8,63.38,3,3,3,9,Needs Attention,False
C1641,77,12,73.79,1,5,3,9,At Risk,False
C1642,43,16,126.51,2,5,5,12,At Risk,False
C1643,64,16,129.58,2,5,5,12,At Risk,True
C1644,54,7,48.59,2,2,2,6,Lost / Hibernating,True
C1645,93,12,88.23,1,5,4,10,At Risk,True
C1646,2,9,65.38,5,3,3,11,Loyal Customers,True
C1647,25,8,43.089999999999996,3,3,1,7,Needs Attention,True
C1648,15,12,115.01,4,5,5,14,Champions,False
C1649,53,14,107.92999999999999,2,5,5,12,At Risk,True
