order_id,customer_id,order_date,store_location,category,item,quantity,unit_price,payment_method,satisfaction_rating,total_amount,month,day_of_week,age,gender,loyalty_member,signup_date,age_group
ORD10451,C1042,2025-07-06,University Ave,Tea,Green Tea,2,4.45,Card,,8.9,July,Sunday,54,Male,True,2024-03-20,45-54
ORD10452,C1394,2025-04-18,Downtown,Pastries,Cinnamon Roll,3,4.11,Card,3.0,12.33,April,Friday,55,Male,True,2024-08-22,55+
ORD10453,C1642,2025-04-05,University Ave,Espresso Drinks,Latte,1,5.74,Card,3.0,5.74,April,Saturday,62,Female,False,2025-02-24,55+
ORD10454,C1179,2025-01-26,Riverside,Brewed Coffee,Cold Brew,1,3.96,Cash,,3.96,January,Sunday,44,Male,True,2025-12-11,35-44
ORD10455,C1374,2025-08-30,University Ave,Food,Avocado Toast,1,7.07,Card,,7.07,August,Saturday,64,Male,False,2024-06-04,55+
ORD10456,C1329,2025-05-18,Downtown,Pastries,Cinnamon Roll,3,3.8,Card,,11.4,May,Sunday,46,Female,True,2024-11-30,45-54
ORD10457,C1189,2025-02-13,University Ave,Pastries,Muffin,2,3.81,Cash,,7.62,February,Thursday,33,Male,False,2024-04-03,25-34
ORD10458,C1491,2025-05-26,Riverside,Espresso Drinks,Americano,1,5.03,Card,,5.03,May,Monday,63,Female,False,2025-05-09,55+
ORD10459,C1336,2025-12-08,Downtown,Espresso Drinks,Americano,1,4.97,Card,3.0,4.97,December,Monday,68,Female,True,2024-10-26,55+
ORD10460,C1115,2025-04-06,University Ave,Espresso Drinks,Espresso Shot,1,5.13,Card,3.0,5.13,April,Sunday,47,Male,True,2024-07-03,45-54
ORD10461,C1564,2025-11-22,Downtown,Food,Avocado Toast,1,7.96,Cash,,7.96,November,Saturday,64,Male,True,2025-11-10,55+
ORD10462,C1453,2025-04-05,Downtown,Espresso Drinks,Americano,3,4.74,Mobile Pay,4.0,14.22,April,Saturday,19,Male,False,2025-09-17,18-24
ORD10463,C1591,2025-03-09,University Ave,Espresso Drinks,Americano,1,4.69,Card,3.0,4.69,March,Sunday,64,Male,True,2024-07-05,55+
ORD10464,C1337,2025-04-05,Riverside,Pastries,Croissant,1,3.9,Card,,3.9,April,Saturday,34,Non-binary,True,2025-05-24,25-34
ORD10465,C1253,2025-04-28,Downtown,Tea,Chai Latte,2,3.48,Cash,,6.96,April,Monday,35,Female,False,2024-04-22,35-44
ORD10466,C1609,2025-02-13,Downtown,Pastries,Muffin,1,3.81,Card,,3.81,February,Thursday,62,Male,False,2024-06-18,55+
ORD10467,C1108,2025-08-02,University Ave,Pastries,Scone,1,3.79,Card,4.0,3.79,August,Saturday,42,Male,True,2025-10-03,35-44
ORD10468,C1156,2025-05-02,University Ave,Espresso Drinks,Espresso Shot,1,4.9,Cash,3.0,4.9,May,Friday,24,Female,False,2024-12-15,18-24
ORD10469,C1594,2025-09-19,University Ave,Pastries,Muffin,3,3.5,Mobile Pay,,10.5,September,Friday,34,Female,True,2024-04-28,25-34
ORD10470,C1649,2025-06-28,Downtown,Pastries,Cinnamon Roll,1,3.15,Mobile Pay,,3.15,June,Saturday,62,Non-binary,True,2025-12-11,55+
ORD10471,C1069,2025-06-11,Downtown,Food,Avocado Toast,1,8.42,Mobile Pay,,8.42,June,Wednesday,42,Female,False,2024-11-07,35-44
ORD10472,C1138,2025-06-21,Riverside,Espresso Drinks,Espresso Shot,2,4.75,Card,4.0,9.5,June,Saturday,36,Non-binary,False,2024-12-15,35-44
ORD10473,C1442,2025-02-26,Riverside,Food,Bagel,1,7.96,Card,3.0,7.96,February,Wednesday,24,Female,True,2024-05-20,18-24
ORD10474,C1129,2025-09-17,Downtown,Food,Avocado Toast,1,5.9,Card,,5.9,September,Wednesday,51,Female,False,2024-05-15,45-54
ORD10475,C1529,2025-02-07,Riverside,Brewed Coffee,Cold Brew,1,2.77,Card,,2.77,February,Friday,65,Male,True,2025-12-14,55+
ORD10476,C1564,2025-09-20,Downtown,Food,Bagel,2,5.82,Card,,11.64,September,Saturday,64,Male,True,2025-11-10,55+
ORD10477,C1218,2025-12-30,Downtown,Food,Avocado Toast,2,6.52,Card,,13.04,December,Tuesday,41,Female,True,2025-02-22,35-44
ORD10478,C1319,2025-10-06,Downtown,Espresso Drinks,Cappuccino,1,4.64,Mobile Pay,4.0,4.64,October,Monday,57,Female,True,2025-12-06,55+
ORD10479,C1231,2025-06-15,Downtown,Espresso Drinks,Espresso Shot,1,4.06,Mobile Pay,,4.06,June,Sunday,62,Female,False,2024-05-15,55+
ORD10480,C1014,2025-04-25,Downtown,Food,Breakfast Sandwich,3,6.01,Card,,18.03,April,Friday,55,Female,True,2024-11-08,55+
ORD10481,C1067,2025-11-14,University Ave,Espresso Drinks,Latte,1,5.6,Mobile Pay,4.0,5.6,November,Friday,37,Female,True,2025-01-21,35-44
ORD10482,C1587,2025-04-04,University Ave,Food,Breakfast Sandwich,1,7.0,Mobile Pay,3.0,7.0,April,Friday,23,Female,False,2025-10-06,18-24
ORD10483,C1582,2025-06-25,Downtown,Brewed Coffee,Pour Over,2,4.19,Mobile Pay,,8.38,June,Wednesday,23,Female,True,2024-02-21,18-24
ORD10484,C1525,2025-10-08,Downtown,Espresso Drinks,Flat White,3,5.22,Card,2.0,15.66,October,Wednesday,34,Female,False,2025-05-08,25-34
ORD10485,C1252,2025-12-02,University Ave,Brewed Coffee,Drip Coffee,3,2.91,Cash,,8.73,December,Tuesday,27,Female,True,2025-07-31,25-34
ORD10486,C1448,2025-12-02,Riverside,Espresso Drinks,Espresso Shot,1,5.18,Mobile Pay,4.0,5.18,December,Tuesday,45,Male,False,2025-12-03,45-54
ORD10487,C1466,2025-02-01,Riverside,Pastries,Scone,1,2.8,Cash,3.0,2.8,February,Saturday,26,Not specified,True,2024-02-04,25-34
ORD10488,C1488,2025-11-23,University Ave,Espresso Drinks,Latte,1,5.7,Card,,5.7,November,Sunday,57,Male,True,2024-07-29,55+
ORD10489,C1151,2025-02-11,University Ave,Pastries,Muffin,1,4.22,Card,5.0,4.22,February,Tuesday,32,Male,True,2025-06-03,25-34
ORD10490,C1085,2025-08-01,Riverside,Espresso Drinks,Americano,1,4.2,Card,5.0,4.2,August,Friday,54,Female,False,2024-09-18,45-54
ORD10491,C1048,2025-12-05,Downtown,Brewed Coffee,Pour Over,3,3.48,Mobile Pay,3.0,10.44,December,Friday,53,Female,False,2025-11-26,45-54
ORD10492,C1449,2025-08-27,Downtown,Espresso Drinks,Cappuccino,1,4.39,Card,,4.39,August,Wednesday,32,Female,True,2025-03-03,25-34
ORD10493,C1536,2025-12-11,Riverside,Brewed Coffee,Pour Over,3,3.26,Cash,,9.78,December,Thursday,41,Female,True,2025-09-23,35-44
ORD10494,C1589,2025-05-06,Downtown,Brewed Coffee,Pour Over,1,2.91,Cash,,2.91,May,Tuesday,61,Female,True,2025-12-03,55+
ORD10495,C1243,2025-04-25,Riverside,Espresso Drinks,Flat White,3,4.13,Card,3.0,12.39,April,Friday,51,Female,True,2024-02-14,45-54
ORD10496,C1384,2025-04-29,Riverside,Espresso Drinks,Flat White,1,3.84,Card,5.0,3.84,April,Tuesday,19,Female,True,2025-11-15,18-24
ORD10497,C1031,2025-05-10,Downtown,Espresso Drinks,Latte,1,3.75,Cash,3.0,3.75,May,Saturday,29,Male,True,2025-09-26,25-34
ORD10498,C1582,2025-09-06,Riverside,Brewed Coffee,Pour Over,2,3.52,Card,,7.04,September,Saturday,23,Female,True,2024-02-21,18-24
ORD10499,C1456,2025-06-14,Downtown,Brewed Coffee,Drip Coffee,2,3.79,Cash,4.0,7.58,June,Saturday,25,Female,True,2025-07-14,25-34
ORD10500,C1399,2025-09-26,Riverside,Pastries,Scone,1,3.22,Mobile Pay,,3.22,September,Friday,43,Male,True,2025-10-09,35-44
ORD10501,C1470,2025-06-01,Downtown,Pastries,Scone,1,3.3,Card,,3.3,June,Sunday,56,Male,False,2025-12-22,55+
ORD10502,C1495,2025-04-23,Downtown,Pastries,Muffin,3,4.08,Cash,,12.24,April,Wednesday,39,Female,True,2025-01-28,35-44
ORD10503,C1030,2025-03-11,Riverside,Espresso Drinks,Latte,3,4.57,Card,,13.71,March,Tuesday,41,Male,True,2024-08-12,35-44
ORD10504,C1544,2025-07-20,Riverside,Brewed Coffee,Drip Coffee,1,3.08,Card,,3.08,July,Sunday,61,Female,False,2024-12-28,55+
ORD10505,C1189,2025-11-24,Downtown,Pastries,Croissant,1,4.19,Gift Card,,4.19,November,Monday,33,Male,False,2024-04-03,25-34
ORD10506,C1214,2025-11-09,University Ave,Food,Breakfast Sandwich,1,6.54,Card,3.0,6.54,November,Sunday,56,Male,True,2024-05-18,55+
ORD10507,C1324,2025-04-03,University Ave,Brewed Coffee,Drip Coffee,2,3.12,Cash,3.0,6.24,April,Thursday,68,Female,True,2025-09-19,55+
ORD10508,C1087,2025-06-23,Downtown,Pastries,Scone,1,4.5,Cash,,4.5,June,Monday,34,Female,True,2025-05-12,25-34
ORD10509,C1085,2025-09-14,Riverside,Food,Breakfast Sandwich,1,6.15,Card,,6.15,September,Sunday,54,Female,False,2024-09-18,45-54
ORD10510,C1252,2025-08-11,Downtown,Food,Breakfast Sandwich,2,8.29,Mobile Pay,5.0,16.58,August,Monday,27,Female,True,2025-07-31,25-34
ORD10511,C1252,2025-01-25,Downtown,Pastries,Muffin,2,3.28,Mobile Pay,2.0,6.56,January,Saturday,27,Female,True,2025-07-31,25-34
ORD10512,C1433,2025-08-04,University Ave,Espresso Drinks,Cappuccino,1,4.87,Mobile Pay,3.0,4.87,August,Monday,24,Female,False,2024-12-07,18-24
ORD10513,C1319,2025-01-15,Riverside,Pastries,Scone,2,2.94,Card,,5.88,January,Wednesday,57,Female,True,2025-12-06,55+
ORD10514,C1037,2025-02-12,Downtown,Espresso Drinks,Flat White,2,4.24,Mobile Pay,,8.48,February,Wednesday,61,Male,False,2024-11-11,55+
ORD10515,C1072,2025-08-26,Riverside,Tea,Herbal Tea,1,3.71,Card,,3.71,August,Tuesday,42,Female,True,2024-05-19,35-44
ORD10516,C1342,2025-02-07,University Ave,Brewed Coffee,Pour Over,1,3.41,Cash,5.0,3.41,February,Friday,50,Female,False,2025-08-16,45-54
ORD10517,C1369,2025-05-04,Downtown,Brewed Coffee,Pour Over,2,3.05,Card,,6.1,May,Sunday,58,Male,False,2025-10-11,55+
ORD10518,C1491,2025-08-03,Downtown,Brewed Coffee,Drip Coffee,1,3.46,Card,,3.46,August,Sunday,63,Female,False,2025-05-09,55+
ORD10519,C1201,2025-08-27,Riverside,Espresso Drinks,Flat White,2,4.72,Card,3.0,9.44,August,Wednesday,65,Non-binary,True,2024-06-18,55+
ORD10520,C1406,2025-06-12,Riverside,Espresso Drinks,Cappuccino,2,4.21,Card,5.0,8.42,June,Thursday,40,Female,False,2025-02-20,35-44
ORD10521,C1647,2025-02-04,Riverside,Brewed Coffee,Pour Over,1,2.88,Cash,4.0,2.88,February,Tuesday,45,Non-binary,True,2024-09-13,45-54
ORD10522,C1189,2025-10-18,Downtown,Pastries,Croissant,3,4.45,Card,4.0,13.35,October,Saturday,33,Male,False,2024-04-03,25-34
ORD10523,C1342,2025-12-12,Downtown,Pastries,Croissant,1,2.97,Mobile Pay,4.0,2.97,December,Friday,50,Female,False,2025-08-16,45-54
ORD10524,C1178,2025-11-20,Downtown,Brewed Coffee,Cold Brew,1,4.09,Mobile Pay,,4.09,November,Thursday,64,Male,False,2024-05-06,55+
ORD10525,C1281,2025-09-30,Riverside,Espresso Drinks,Cappuccino,1,5.74,Card,5.0,5.74,September,Tuesday,43,Female,True,2024-08-29,35-44
ORD10526,C1507,2025-05-27,Downtown,Pastries,Cinnamon Roll,2,2.84,Mobile Pay,4.0,5.68,May,Tuesday,30,Female,True,2024-05-15,25-34
ORD10527,C1429,2025-11-15,Riverside,Espresso Drinks,Cappuccino,1,5.31,Cash,,5.31,November,Saturday,55,Female,True,2024-05-25,55+
ORD10528,C1454,2025-06-27,Riverside,Tea,Chai Latte,1,3.28,Card,5.0,3.28,June,Friday,49,Female,True,2025-05-31,45-54
ORD10529,C1618,2025-02-19,Riverside,Espresso Drinks,Espresso Shot,2,5.14,Card,3.0,10.28,February,Wednesday,21,Male,False,2024-03-04,18-24
ORD10530,C1140,2025-11-06,Riverside,Food,Bagel,2,8.03,Mobile Pay,,16.06,November,Thursday,69,Female,True,2025-10-26,55+
ORD10531,C1601,2025-04-27,Riverside,Brewed Coffee,Pour Over,3,4.14,Card,,12.42,April,Sunday,58,Female,True,2025-03-18,55+
ORD10532,C1597,2025-12-08,University Ave,Espresso Drinks,Flat White,3,5.37,Cash,,16.11,December,Monday,58,Female,True,2025-02-09,55+
ORD10533,C1337,2025-05-15,University Ave,Brewed Coffee,Cold Brew,2,3.35,Card,,6.7,May,Thursday,34,Non-binary,True,2025-05-24,25-34
ORD10534,C1479,2025-11-13,University Ave,Brewed Coffee,Drip Coffee,1,3.4,Card,2.0,3.4,November,Thursday,23,Female,False,2024-10-03,18-24
ORD10535,C1330,2025-07-15,Downtown,Pastries,Muffin,2,2.96,Card,5.0,5.92,July,Tuesday,46,Male,False,2024-11-14,45-54
ORD10536,C1144,2025-06-20,University Ave,Pastries,Scone,1,4.37,Mobile Pay,,4.37,June,Friday,69,Female,True,2025-03-05,55+
ORD10537,C1514,2025-04-19,Downtown,Pastries,Croissant,1,3.85,Mobile Pay,,3.85,April,Saturday,67,Male,True,2025-01-04,55+
ORD10538,C1454,2025-11-01,University Ave,Brewed Coffee,Cold Brew,3,3.11,Card,,9.33,November,Saturday,49,Female,True,2025-05-31,45-54
ORD10539,C1322,2025-01-23,University Ave,Tea,Chai Latte,2,4.59,Mobile Pay,4.0,9.18,January,Thursday,49,Male,True,2025-01-31,45-54
ORD10540,C1569,2025-06-20,University Ave,Tea,Herbal Tea,1,3.65,Card,4.0,3.65,June,Friday,47,Male,True,2025-02-26,45-54
ORD10541,C1208,2025-05-15,Downtown,Espresso Drinks,Flat White,1,5.15,Mobile Pay,5.0,5.15,May,Thursday,31,Female,True,2024-09-19,25-34
ORD10542,C1140,2025-07-17,Downtown,Tea,Herbal Tea,2,3.4,Card,4.0,6.8,July,Thursday,69,Female,True,2025-10-26,55+
ORD10543,C1191,2025-04-03,University Ave,Brewed Coffee,Drip Coffee,1,2.9,Cash,4.0,2.9,April,Thursday,50,Male,False,2024-09-28,45-54
ORD10544,C1621,2025-08-30,Riverside,Pastries,Scone,2,3.52,Card,4.0,7.04,August,Saturday,42,Female,True,2025-10-16,35-44
ORD10545,C1567,2025-05-21,Downtown,Brewed Coffee,Drip Coffee,2,4.02,Mobile Pay,,8.04,May,Wednesday,30,Female,False,2024-08-06,25-34
ORD10546,C1007,2025-03-10,University Ave,Brewed Coffee,Cold Brew,2,4.0,Mobile Pay,,8.0,March,Monday,54,Male,True,2024-10-14,45-54
ORD10547,C1419,2025-03-13,Riverside,Pastries,Croissant,1,2.57,Gift Card,5.0,2.57,March,Thursday,44,Male,True,2025-12-24,35-44
ORD10548,C1012,2025-09-11,Riverside,Pastries,Scone,1,4.47,Card,,4.47,September,Thursday,56,Male,True,2025-12-07,55+
ORD10549,C1582,2025-04-06,Downtown,Pastries,Scone,1,4.14,Mobile Pay,,4.14,April,Sunday,23,Female,True,2024-02-21,18-24
ORD10550,C1207,2025-04-22,Riverside,Espresso Drinks,Flat White,1,4.28,Cash,,4.28,April,Tuesday,68,Female,False,2025-11-21,55+
ORD10551,C1203,2025-08-17,University Ave,Food,Avocado Toast,1,6.38,Card,,6.38,August,Sunday,54,Female,False,2025-07-18,45-54
ORD10552,C1377,2025-05-01,University Ave,Espresso Drinks,Flat White,1,4.6,Card,4.0,4.6,May,Thursday,56,Female,True,2025-06-18,55+
ORD10553,C1196,2025-05-22,Riverside,Brewed Coffee,Pour Over,2,3.12,Card,,6.24,May,Thursday,35,Male,True,2025-09-13,35-44
ORD10554,C1543,2025-03-30,University Ave,Pastries,Croissant,3,2.87,Gift Card,4.0,8.61,March,Sunday,27,Non-binary,False,2024-08-26,25-34
ORD10555,C1339,2025-05-06,Downtown,Espresso Drinks,Latte,2,3.87,Card,5.0,7.74,May,Tuesday,67,Male,False,2024-06-28,55+
ORD10556,C1429,2025-09-10,Riverside,Espresso Drinks,Cappuccino,1,3.95,Card,5.0,3.95,September,Wednesday,55,Female,True,2024-05-25,55+
ORD10557,C1456,2025-07-14,Downtown,Espresso Drinks,Americano,1,4.31,Card,4.0,4.31,July,Monday,25,Female,True,2025-07-14,25-34
ORD10558,C1299,2025-12-30,Downtown,Pastries,Croissant,2,2.74,Mobile Pay,3.0,5.48,December,Tuesday,19,Female,True,2025-06-20,18-24
ORD10559,C1214,2025-10-08,Downtown,Pastries,Croissant,1,4.1,Card,,4.1,October,Wednesday,56,Male,True,2024-05-18,55+
ORD10560,C1087,2025-01-07,Riverside,Food,Avocado Toast,1,6.67,Mobile Pay,,6.67,January,Tuesday,34,Female,True,2025-05-12,25-34
ORD10561,C1177,2025-05-18,Downtown,Brewed Coffee,Pour Over,1,2.83,Card,4.0,2.83,May,Sunday,26,Not specified,True,2024-04-13,25-34
ORD10562,C1326,2025-04-16,University Ave,Brewed Coffee,Drip Coffee,1,3.25,Mobile Pay,4.0,3.25,April,Wednesday,30,Female,False,2025-10-26,25-34
ORD10563,C1151,2025-08-02,University Ave,Espresso Drinks,Latte,2,5.45,Cash,,10.9,August,Saturday,32,Male,True,2025-06-03,25-34
ORD10564,C1130,2025-04-07,University Ave,Espresso Drinks,Espresso Shot,1,3.8,Card,,3.8,April,Monday,47,Non-binary,True,2024-04-26,45-54
ORD10565,C1494,2025-12-18,Downtown,Tea,Green Tea,1,4.32,Mobile Pay,5.0,4.32,December,Thursday,33,Male,True,2025-05-14,25-34
ORD10566,C1077,2025-04-19,Riverside,Tea,Herbal Tea,2,4.23,Card,,8.46,April,Saturday,29,Male,True,2025-10-31,25-34
ORD10567,C1521,2025-07-10,Riverside,Food,Breakfast Sandwich,3,7.02,Card,,21.06,July,Thursday,25,Male,False,2024-10-16,25-34
ORD10568,C1636,2025-02-14,Riverside,Espresso Drinks,Espresso Shot,1,5.07,Gift Card,5.0,5.07,February,Friday,30,Male,True,2024-04-05,25-34
ORD10569,C1597,2025-11-28,University Ave,Brewed Coffee,Drip Coffee,1,4.16,Gift Card,5.0,4.16,November,Friday,58,Female,True,2025-02-09,55+
ORD10570,C1398,2025-11-28,Riverside,Food,Avocado Toast,1,5.9,Mobile Pay,5.0,5.9,November,Friday,32,Non-binary,False,2024-09-20,25-34
ORD10571,C1141,2025-10-16,Riverside,Brewed Coffee,Drip Coffee,2,4.12,Card,,8.24,October,Thursday,29,Female,True,2025-02-16,25-34
ORD10572,C1288,2025-05-08,Riverside,Espresso Drinks,Americano,3,4.05,Gift Card,,12.15,May,Thursday,46,Female,False,2025-02-11,45-54
ORD10573,C1176,2025-01-22,University Ave,Tea,Herbal Tea,2,4.52,Mobile Pay,,9.04,January,Wednesday,55,Female,False,2024-09-11,55+
ORD10574,C1105,2025-09-16,University Ave,Espresso Drinks,Flat White,2,5.69,Card,5.0,11.38,September,Tuesday,58,Female,True,2025-02-28,55+
ORD10575,C1571,2025-06-06,Riverside,Pastries,Cinnamon Roll,2,3.53,Card,3.0,7.06,June,Friday,39,Female,True,2024-12-09,35-44
ORD10576,C1375,2025-12-27,University Ave,Food,Avocado Toast,2,6.98,Gift Card,,13.96,December,Saturday,22,Non-binary,True,2025-11-23,18-24
ORD10577,C1498,2025-09-12,Downtown,Food,Bagel,2,7.16,Cash,5.0,14.32,September,Friday,66,Male,False,2024-09-05,55+
ORD10578,C1192,2025-07-16,University Ave,Espresso Drinks,Cappuccino,3,5.36,Card,,16.08,July,Wednesday,49,Male,False,2024-04-04,45-54
ORD10579,C1397,2025-12-26,University Ave,Brewed Coffee,Cold Brew,1,3.07,Card,2.0,3.07,December,Friday,43,Male,False,2024-11-06,35-44
ORD10580,C1076,2025-10-19,Downtown,Espresso Drinks,Cappuccino,1,5.55,Card,4.0,5.55,October,Sunday,35,Male,True,2024-08-14,35-44
ORD10581,C1224,2025-06-16,Downtown,Food,Avocado Toast,1,7.47,Mobile Pay,,7.47,June,Monday,55,Male,False,2024-08-30,55+
ORD10582,C1414,2025-01-07,Downtown,Food,Bagel,1,6.21,Mobile Pay,,6.21,January,Tuesday,18,Female,True,2024-07-22,18-24
ORD10583,C1475,2025-02-03,Downtown,Pastries,Muffin,1,4.22,Mobile Pay,3.0,4.22,February,Monday,58,Male,False,2024-05-20,55+
ORD10584,C1589,2025-06-11,Downtown,Pastries,Cinnamon Roll,1,3.54,Card,3.0,3.54,June,Wednesday,61,Female,True,2025-12-03,55+
ORD10585,C1292,2025-07-24,Riverside,Espresso Drinks,Flat White,1,4.64,Card,5.0,4.64,July,Thursday,67,Non-binary,True,2024-04-01,55+
ORD10586,C1319,2025-01-11,Downtown,Espresso Drinks,Cappuccino,1,5.33,Cash,5.0,5.33,January,Saturday,57,Female,True,2025-12-06,55+
ORD10587,C1055,2025-02-16,University Ave,Food,Avocado Toast,1,5.58,Card,3.0,5.58,February,Sunday,20,Female,False,2024-12-01,18-24
ORD10588,C1334,2025-09-14,Downtown,Espresso Drinks,Latte,2,4.03,Card,5.0,8.06,September,Sunday,41,Not specified,True,2024-11-15,35-44
ORD10589,C1448,2025-10-01,University Ave,Espresso Drinks,Cappuccino,1,4.13,Mobile Pay,,4.13,October,Wednesday,45,Male,False,2025-12-03,45-54
ORD10590,C1022,2025-01-11,Riverside,Pastries,Cinnamon Roll,2,3.66,Card,4.0,7.32,January,Saturday,27,Female,False,2024-10-12,25-34
ORD10591,C1046,2025-07-04,University Ave,Tea,Chai Latte,1,4.55,Gift Card,,4.55,July,Friday,41,Female,False,2024-08-13,35-44
ORD10592,C1347,2025-01-30,Downtown,Brewed Coffee,Drip Coffee,2,3.64,Card,,7.28,January,Thursday,66,Male,True,2025-04-23,55+
ORD10593,C1076,2025-09-21,Downtown,Pastries,Croissant,1,2.83,Mobile Pay,4.0,2.83,September,Sunday,35,Male,True,2024-08-14,35-44
ORD10594,C1631,2025-10-31,Riverside,Pastries,Croissant,2,4.27,Mobile Pay,4.0,8.54,October,Friday,35,Male,True,2024-08-01,35-44
ORD10595,C1203,2025-11-13,Downtown,Tea,Herbal Tea,1,3.62,Mobile Pay,4.0,3.62,November,Thursday,54,Female,False,2025-07-18,45-54
ORD10596,C1160,2025-08-06,University Ave,Espresso Drinks,Latte,3,5.23,Card,4.0,15.69,August,Wednesday,69,Male,True,2025-12-01,55+
ORD10597,C1536,2025-08-17,Downtown,Brewed Coffee,Cold Brew,2,3.44,Mobile Pay,,6.88,August,Sunday,41,Female,True,2025-09-23,35-44
ORD10598,C1058,2025-12-04,Downtown,Espresso Drinks,Espresso Shot,2,3.85,Mobile Pay,4.0,7.7,December,Thursday,56,Male,False,2025-02-01,55+
ORD10599,C1308,2025-08-11,Riverside,Espresso Drinks,Espresso Shot,1,4.02,Card,,4.02,August,Monday,34,Female,False,2024-02-20,25-34
ORD10600,C1098,2025-06-12,Downtown,Espresso Drinks,Flat White,3,4.02,Mobile Pay,,12.06,June,Thursday,51,Male,False,2025-05-26,45-54
ORD10601,C1229,2025-10-02,Downtown,Pastries,Cinnamon Roll,1,2.96,Card,,2.96,October,Thursday,27,Female,False,2024-10-16,25-34
ORD10602,C1431,2025-08-04,Riverside,Pastries,Scone,3,3.5,Gift Card,4.0,10.5,August,Monday,56,Female,False,2024-02-08,55+
ORD10603,C1474,2025-11-03,University Ave,Brewed Coffee,Cold Brew,1,2.77,Mobile Pay,,2.77,November,Monday,50,Male,False,2024-05-22,45-54
ORD10604,C1571,2025-07-10,Downtown,Espresso Drinks,Latte,1,5.13,Cash,,5.13,July,Thursday,39,Female,True,2024-12-09,35-44
ORD10605,C1009,2025-11-13,Downtown,Pastries,Muffin,1,4.41,Card,,4.41,November,Thursday,22,Non-binary,True,2025-06-13,18-24
ORD10606,C1368,2025-01-17,Downtown,Brewed Coffee,Drip Coffee,2,3.67,Mobile Pay,,7.34,January,Friday,19,Female,True,2025-12-02,18-24
ORD10607,C1329,2025-01-14,University Ave,Espresso Drinks,Americano,1,5.68,Card,,5.68,January,Tuesday,46,Female,True,2024-11-30,45-54
ORD10608,C1547,2025-02-06,University Ave,Espresso Drinks,Americano,2,5.4,Cash,,10.8,February,Thursday,48,Male,False,2024-02-13,45-54
ORD10609,C1069,2025-07-22,University Ave,Tea,Green Tea,2,3.44,Card,5.0,6.88,July,Tuesday,42,Female,False,2024-11-07,35-44
ORD10610,C1081,2025-09-16,Riverside,Espresso Drinks,Cappuccino,1,4.13,Card,4.0,4.13,September,Tuesday,40,Female,True,2025-03-13,35-44
ORD10611,C1421,2025-03-20,Downtown,Espresso Drinks,Espresso Shot,1,4.66,Cash,4.0,4.66,March,Thursday,54,Female,False,2025-08-07,45-54
ORD10612,C1289,2025-02-26,University Ave,Pastries,Croissant,3,3.33,Card,,9.99,February,Wednesday,42,Female,True,2025-01-10,35-44
ORD10613,C1372,2025-11-10,Downtown,Espresso Drinks,Latte,1,5.39,Mobile Pay,4.0,5.39,November,Monday,39,Male,False,2024-05-03,35-44
ORD10614,C1246,2025-10-01,Riverside,Espresso Drinks,Flat White,2,3.99,Card,5.0,7.98,October,Wednesday,57,Female,True,2025-01-09,55+
ORD10615,C1423,2025-08-25,Downtown,Espresso Drinks,Americano,2,5.45,Mobile Pay,4.0,10.9,August,Monday,48,Male,False,2024-12-29,45-54
ORD10616,C1215,2025-06-27,Downtown,Espresso Drinks,Cappuccino,2,4.31,Mobile Pay,4.0,8.62,June,Friday,32,Female,False,2024-08-30,25-34
ORD10617,C1032,2025-06-02,University Ave,Espresso Drinks,Cappuccino,1,5.25,Card,,5.25,June,Monday,22,Male,True,2024-02-29,18-24
ORD10618,C1442,2025-01-08,Riverside,Espresso Drinks,Americano,2,5.22,Card,,10.44,January,Wednesday,24,Female,True,2024-05-20,18-24
ORD10619,C1567,2025-03-10,Downtown,Espresso Drinks,Cappuccino,1,3.8,Mobile Pay,3.0,3.8,March,Monday,30,Female,False,2024-08-06,25-34
ORD10620,C1247,2025-11-23,Riverside,Espresso Drinks,Latte,2,5.66,Card,,11.32,November,Sunday,39,Male,True,2025-11-23,35-44
ORD10621,C1337,2025-05-04,Downtown,Pastries,Cinnamon Roll,1,3.29,Mobile Pay,,3.29,May,Sunday,34,Non-binary,True,2025-05-24,25-34
ORD10622,C1517,2025-09-14,University Ave,Espresso Drinks,Espresso Shot,1,3.76,Mobile Pay,,3.76,September,Sunday,21,Male,False,2025-03-28,18-24
ORD10623,C1316,2025-09-14,Downtown,Espresso Drinks,Americano,3,4.61,Cash,,13.83,September,Sunday,55,Female,False,2024-11-05,55+
ORD10624,C1336,2025-04-23,University Ave,Espresso Drinks,Flat White,1,5.29,Mobile Pay,,5.29,April,Wednesday,68,Female,True,2024-10-26,55+
ORD10625,C1470,2025-03-16,Downtown,Brewed Coffee,Cold Brew,1,3.96,Cash,,3.96,March,Sunday,56,Male,False,2025-12-22,55+
ORD10626,C1512,2025-09-09,Riverside,Espresso Drinks,Espresso Shot,1,5.06,Mobile Pay,,5.06,September,Tuesday,61,Male,False,2024-05-17,55+
ORD10627,C1179,2025-02-04,Downtown,Food,Breakfast Sandwich,2,6.07,Card,,12.14,February,Tuesday,44,Male,True,2025-12-11,35-44
ORD10628,C1474,2025-06-30,University Ave,Brewed Coffee,Cold Brew,2,4.24,Card,,8.48,June,Monday,50,Male,False,2024-05-22,45-54
ORD10629,C1385,2025-11-20,Downtown,Tea,Green Tea,2,3.75,Gift Card,4.0,7.5,November,Thursday,24,Female,False,2024-07-30,18-24
