order_id,customer_id,order_date,store_location,category,item,quantity,unit_price,payment_method,satisfaction_rating
ORD11653,C1175,2025-09-05,riverside,Tea,Green Tea,1,4.07,Card,
ORD11654,C1493,2025-10-02,Downtown,Food,Avocado Toast,2,8.26,Cash,4.0
ORD11655,C1045,2025-10-08,Downtown,Brewed Coffee,Cold Brew,1,4.06,Mobile Pay,3.0
ORD11656,C1480,2025-05-03,University Ave,Espresso Drinks,Americano,2,5.13,Cash,
ORD11657,C1518,2025-12-30,Downtown,Brewed Coffee,Cold Brew,1,3.71,Mobile Pay,
ORD11658,C1228,2025-01-04,riverside,Pastries,Muffin,2,2.67,Card,4.0
ORD11659,C1619,2025-06-29,Riverside,Espresso Drinks,Latte,2,4.06,Card,
ORD11660,C1392,2025-08-10,Riverside,Brewed Coffee,Cold Brew,1,3.79,Cash,4.0
ORD11661,C1492,2025-01-23,University Ave,Espresso Drinks,Espresso Shot,2,5.49,Card,
ORD11662,C1036,2025-06-14,University Ave,Pastries,Scone,2,3.33,Cash,3.0
ORD11663,C1488,2025-08-05,Riverside,Espresso Drinks,Espresso Shot,1,4.01,Mobile Pay,4.0
ORD11664,C1465,2025-08-10,Downtown,Espresso Drinks,Americano,3,3.99,Card,
ORD11665,C1555,2025-02-13,University Ave,Espresso Drinks,Flat White,1,3.78,Cash,
ORD11666,C1061,2025-04-12,University Ave,Espresso Drinks,Espresso Shot,2,4.84,Mobile Pay,
ORD11667,C1086,2025-03-31,Riverside,Brewed Coffee,Cold Brew,1,4.1,Mobile Pay,
ORD11668,C1519,2025-08-21,Riverside,Pastries,Croissant,1,3.71,Mobile Pay,
ORD11669,C1499,2025-04-30,Riverside,Tea,Herbal Tea,1,3.38,Mobile Pay,
ORD11670,C1120,2025-07-28,University Ave,Pastries,Cinnamon Roll,3,3.48,Mobile Pay,
ORD11671,C1279,2025-09-24,Downtown,Brewed Coffee,Pour Over,1,3.71,Mobile Pay,2.0
ORD11672,C1484,2025-10-18,Downtown,Pastries,Croissant,1,3.38,Card,4.0
ORD11673,C1490,2025-03-08,University Ave,Espresso Drinks,Latte,2,4.96,Card,4.0
ORD11674,C1441,2025-11-25,University Ave,Tea,Green Tea,1,3.72,Card,5.0
ORD11675,C1335,2025-03-02,University Ave,Brewed Coffee,Drip Coffee,1,3.67,Gift Card,
ORD11676,C1168,2025-01-08,Downtown,Espresso Drinks,Americano,2,5.31,Cash,
ORD11677,C1229,2025-01-17,University Ave,Food,Bagel,2,6.58,Card,
ORD11678,C1111,2025-03-15,Downtown,Tea,Green Tea,2,4.63,Mobile Pay,3.0
ORD11679,C1253,2025-11-14,Downtown,Tea,Green Tea,1,4.63,Mobile Pay,
ORD11680,C1503,2025-03-17,University Ave,Pastries,Muffin,1,3.7,Card,
ORD11681,C1457,2025-09-10,Downtown,Espresso Drinks,Flat White,1,4.58,Cash,
ORD11682,C1618,2025-06-02,Riverside,Espresso Drinks,Cappuccino,2,4.65,Card,5.0
ORD11683,C1219,2025-01-15,Riverside,Food,Bagel,2,6.42,Mobile Pay,
ORD11684,C1369,2025-06-11,University Ave,Espresso Drinks,Flat White,1,4.79,Card,
ORD11685,C1219,2025-01-11,University Ave,Brewed Coffee,Drip Coffee,2,3.63,Mobile Pay,
ORD11686,C1390,2025-06-23,Downtown,Brewed Coffee,Drip Coffee,1,3.76,Mobile Pay,4.0
ORD11687,C1374,2025-07-23,Riverside,Food,Breakfast Sandwich,1,5.57,Mobile Pay,
ORD11688,C1504,2025-07-09,Downtown,Espresso Drinks,Americano,1,4.38,Cash,2.0
ORD11689,C1592,2025-04-13, Downtown ,Espresso Drinks,Americano,1,4.99,Mobile Pay,3.0
ORD11690,C1090,2025-10-07,Downtown,Brewed Coffee,Cold Brew,1,3.01,Card,5.0
ORD11691,C1247,2025-08-06,Downtown,Pastries,Cinnamon Roll,1,4.43,Card,
ORD11692,C1248,2025-04-03,Downtown,Brewed Coffee,Drip Coffee,3,3.9,Mobile Pay,
ORD11693,C1315,2025-06-08,Downtown,Pastries,Muffin,2,3.63,Cash,
ORD11694,C1452,2025-02-09,University Ave,Food,Avocado Toast,1,8.44,Card,3.0
ORD11695,C1531,2025-12-03,Downtown,Espresso Drinks,Flat White,1,3.78,Card,3.0
ORD11696,C1099,2025-10-02,Downtown,Food,Breakfast Sandwich,2,7.67,Mobile Pay,
ORD11697,C1017,2025-04-15,University Ave,Espresso Drinks,Latte,1,4.23,Card,
ORD11698,C1515,2025-09-03,Downtown,Food,Bagel,1,6.95,Cash,3.0
ORD11699,C1134,2025-09-05,Riverside,Tea,Herbal Tea,3,3.96,Card,3.0
ORD11700,C1085,2025-08-10,University Ave,Espresso Drinks,Americano,1,4.86,Mobile Pay,
ORD11701,C1466,2025-01-20,Riverside,Food,Breakfast Sandwich,1,6.22,Cash,3.0
ORD11702,C1354,2025-11-16,Riverside,Tea,Herbal Tea,3,4.09,Card,
ORD11703,C1485,2025-12-14,Downtown,Brewed Coffee,Pour Over,1,3.88,Cash,
ORD11704,C1426,2025-12-21,riverside,Pastries,Muffin,2,3.6,Cash,
ORD11705,C1412,2025-12-23,University Ave,Espresso Drinks,Espresso Shot,1,5.73,Card,
ORD11706,C1461,2025-12-05,Downtown,Espresso Drinks,Americano,2,4.41,Card,
ORD11707,C1528,2025-09-27,Downtown,Espresso Drinks,Cappuccino,1,4.74,Card,1.0
ORD11708,C1575,2025-01-21,Downtown,Espresso Drinks,Americano,2,4.82,Card,5.0
ORD11709,C1248,2025-06-19,Downtown,Espresso Drinks,Flat White,1,5.62,Card,
ORD11710,C1262,2025-03-31,Downtown,Brewed Coffee,Pour Over,2,3.79,Card,
ORD11711,C1033,2025-03-22,Riverside,Espresso Drinks,Flat White,1,3.81,Card,2.0
ORD11712,C1496,2025-10-30,University Ave,Pastries,Scone,1,3.69,Card,
ORD11713,C1535,2025-10-23,University Ave,Brewed Coffee,Drip Coffee,1,2.99,Mobile Pay,
ORD11714,C1470,2025-07-10,Downtown,Brewed Coffee,Cold Brew,3,4.13,Card,
ORD11715,C1420,2025-09-26,University Ave,Tea,Chai Latte,2,4.59,Card,
ORD11716,C1648,2025-02-17,Downtown,Pastries,Scone,2,4.19,Mobile Pay,4.0
ORD11717,C1004,2025-03-22,Downtown,Espresso Drinks,Latte,1,3.95,Cash,
ORD11718,C1063,2025-11-10,University Ave,Pastries,Croissant,3,3.8,Cash,
ORD11719,C1104,2025-06-14,Riverside,Tea,Herbal Tea,1,4.37,Gift Card,4.0
ORD11720,C1454,2025-07-18,downtown,Brewed Coffee,Drip Coffee,1,3.71,Mobile Pay,
ORD11721,C1066,2025-06-18,University Ave,Pastries,Croissant,3,3.25,Gift Card,4.0
ORD11722,C1460,2025-03-15,downtown,Tea,Herbal Tea,2,4.51,Cash,4.0
ORD11723,C1292,2025-10-28,Downtown,Tea,Chai Latte,1,4.19,Card,
ORD11724,C1480,2025-10-04,University Ave,Pastries,Croissant,1,3.24,Card,
ORD11725,C1622,2025-09-06,Downtown,Food,Bagel,2,5.68,Card,
ORD11726,C1587,2025-05-09,University Ave,Espresso Drinks,Flat White,1,4.48,Card,
ORD11727,C1397,2025-08-23,Downtown,Espresso Drinks,Flat White,1,3.86,Card,5.0
ORD11728,C1349,2025-12-13,downtown,Espresso Drinks,Flat White,3,5.67,Card,
ORD11729,C1109,2025-08-25,Downtown,Espresso Drinks,Flat White,1,5.35,Card,4.0
ORD11730,C1014,2025-06-29,Downtown,Espresso Drinks,Latte,1,4.93,Card,4.0
ORD11731,C1476,2025-04-09,Riverside,Brewed Coffee,Cold Brew,1,3.36,Card,
ORD11732,C1427,2025-07-10,Downtown,Espresso Drinks,Cappuccino,1,4.57,Mobile Pay,
ORD11733,C1253,2025-05-16,University Ave,Espresso Drinks,Espresso Shot,2,5.27,Card,5.0
ORD11734,C1178,2025-08-11,Riverside,Espresso Drinks,Flat White,1,5.47,Mobile Pay,5.0
ORD11735,C1214,2025-01-17,Downtown,Espresso Drinks,Latte,1,4.71,Cash,
ORD11736,C1383,2025-03-11,Riverside,Espresso Drinks,Americano,2,5.44,Cash,
ORD11737,C1345,2025-10-14,Riverside,Brewed Coffee,Drip Coffee,1,3.99,Card,
ORD11738,C1587,2025-05-19,Downtown,Pastries,Cinnamon Roll,2,4.34,Card,3.0
ORD11739,C1025,2025-06-07,University Ave,Brewed Coffee,Pour Over,2,3.99,Gift Card,
ORD11740,C1238,2025-07-17,Riverside,Espresso Drinks,Espresso Shot,2,5.31,Gift Card,
ORD11741,C1598,2025-06-09,Riverside,Espresso Drinks,Flat White,2,4.48,Mobile Pay,
ORD11742,C1374,2025-10-04,Downtown,Espresso Drinks,Cappuccino,1,4.83,Cash,4.0
ORD11743,C1336,2025-03-31,Riverside,Espresso Drinks,Cappuccino,3,5.24,Mobile Pay,4.0
ORD11744,C1184,2025-10-04,Downtown,Espresso Drinks,Latte,1,4.23,Card,
ORD11745,C1102,2025-03-18,University Ave,Brewed Coffee,Drip Coffee,1,4.2,Card,
ORD11746,C1561,2025-05-15,Riverside,Tea,Herbal Tea,2,4.33,Cash,
ORD11747,C1629,2025-08-02,Downtown,Brewed Coffee,Drip Coffee,1,3.51,Card,
ORD11748,C1400,2025-11-19,Downtown,Espresso Drinks,Flat White,2,4.01,Card,4.0
ORD11749,C1569,2025-03-26,Downtown,Pastries,Scone,2,3.95,Cash,
ORD11750,C1269,2025-08-02,downtown,Espresso Drinks,Flat White,1,4.02,Mobile Pay,2.0
ORD11751,C1448,2025-01-24,Riverside,Espresso Drinks,Americano,1,5.66,Gift Card,
ORD11752,C1135,2025-01-28,Downtown,Espresso Drinks,Flat White,1,4.66,Card,
ORD11753,C1318,2025-10-07,Riverside,Tea,Chai Latte,2,4.67,Card,
ORD11754,C1616,2025-09-19,Downtown,Espresso Drinks,Flat White,2,3.79,Card,
ORD11755,C1490,2025-05-18,Downtown,Food,Avocado Toast,1,6.66,Mobile Pay,5.0
ORD11756,C1041,2025-08-15,Riverside,Pastries,Cinnamon Roll,1,3.58,Mobile Pay,
ORD11757,C1255,2025-05-19,Downtown,Tea,Herbal Tea,2,3.43,Card,4.0
ORD11758,C1430,2025-04-11,University Ave,Brewed Coffee,Drip Coffee,2,2.88,Card,
ORD11759,C1452,2025-06-06,University Ave,Espresso Drinks,Cappuccino,1,4.47,Mobile Pay,
ORD11760,C1513,2025-04-24,University Ave,Espresso Drinks,Latte,1,4.66,Gift Card,
ORD11761,C1205,2025-10-24,Riverside,Espresso Drinks,Flat White,3,4.67,Card,5.0
ORD11762,C1053,2025-05-30,Downtown,Espresso Drinks,Flat White,2,4.15,Gift Card,
ORD11763,C1069,2025-04-27,Riverside,Brewed Coffee,Pour Over,1,3.62,Card,5.0
ORD11764,C1409,2025-07-15,Downtown,Espresso Drinks,Latte,3,4.62,Card,5.0
ORD11765,C1207,2025-10-03,University Ave,Pastries,Croissant,1,3.92,Card,
ORD11766,C1427,2025-04-10,Downtown,Espresso Drinks,Latte,1,4.95,Gift Card,
ORD11767,C1282,2025-12-08,University Ave,Brewed Coffee,Cold Brew,2,3.78,Cash,4.0
ORD11768,C1059,2025-06-18, Downtown ,Food,Breakfast Sandwich,2,8.07,Mobile Pay,
ORD11769,C1474,2025-08-29,Riverside,Tea,Herbal Tea,1,3.46,Gift Card,3.0
ORD11770,C1410,2025-12-15,Downtown,Espresso Drinks,Cappuccino,3,5.39,Card,
ORD11771,C1190,2025-06-07,Downtown,Espresso Drinks,Americano,3,5.44,Card,
ORD11772,C1083,2025-03-14,Riverside,Espresso Drinks,Cappuccino,2,4.42,Mobile Pay,
ORD11773,C1164,2025-09-30,Downtown,Tea,Chai Latte,2,4.47,Card,4.0
ORD11774,C1174,2025-01-03,University Ave,Tea,Green Tea,1,3.45,Mobile Pay,4.0
ORD11775,C1364,2025-06-16,University Ave,Espresso Drinks,Latte,3,5.44,Mobile Pay,4.0
ORD11776,C1164,2025-12-23,Downtown,Espresso Drinks,Cappuccino,1,4.58,Card,
ORD11777,C1332,2025-05-31,Riverside,Food,Bagel,1,7.25,Cash,
ORD11778,C1254,2025-09-07,University Ave,Espresso Drinks,Flat White,1,4.55,Card,2.0
ORD11779,C1324,2025-07-11,University Ave,Tea,Green Tea,2,3.86,Gift Card,4.0
ORD11780,C1447,2025-03-20,Riverside,Espresso Drinks,Espresso Shot,2,5.07,Card,4.0
ORD11781,C1350,2025-04-26,University Ave,Brewed Coffee,Pour Over,2,2.99,Card,
ORD11782,C1505,2025-07-10,Riverside,Espresso Drinks,Cappuccino,2,4.41,Mobile Pay,
ORD11783,C1624,2025-02-07,Riverside,Brewed Coffee,Cold Brew,2,3.73,Mobile Pay,
ORD11784,C1074,2025-06-01,University Ave,Espresso Drinks,Latte,3,5.45,Gift Card,
ORD11785,C1107,2025-06-01,Downtown,Espresso Drinks,Flat White,3,4.31,Mobile Pay,5.0
ORD11786,C1252,2025-10-31,Riverside,Espresso Drinks,Cappuccino,3,3.89,Card,3.0
ORD11787,C1170,2025-02-15,University Ave,Espresso Drinks,Cappuccino,1,3.97,Mobile Pay,3.0
ORD11788,C1413,2025-11-03,Downtown,Espresso Drinks,Cappuccino,1,5.71,Cash,1.0
ORD11789,C1448,2025-05-30,Downtown,Espresso Drinks,Latte,2,4.86,Cash,
ORD11790,C1440,2025-08-26,Downtown,Food,Breakfast Sandwich,2,5.53,Card,3.0
ORD11791,C1117,2025-07-22, Downtown ,Espresso Drinks,Flat White,2,3.81,Mobile Pay,5.0
ORD11792,C1173,2025-04-20,Downtown,Pastries,Croissant,1,3.8,Mobile Pay,
ORD11793,C1002,2025-12-05,Downtown,Pastries,Croissant,1,3.17,Card,
ORD11794,C1518,2025-03-23,Downtown,Pastries,Cinnamon Roll,1,3.97,Mobile Pay,4.0
ORD11795,C1009,2025-01-14,Riverside,Brewed Coffee,Cold Brew,1,4.12,Card,
ORD11796,C1054,2025-10-01,Riverside,Espresso Drinks,Latte,1,4.84,Card,4.0
ORD11797,C1028,2025-08-15,Riverside,Brewed Coffee,Pour Over,3,3.65,Card,
ORD11798,C1530,2025-11-21,Downtown,Brewed Coffee,Cold Brew,1,3.46,Card,
ORD11799,C1007,2025-06-16,University Ave,Tea,Green Tea,3,3.36,Mobile Pay,4.0
ORD11800,C1131,2025-01-07,Downtown,Brewed Coffee,Pour Over,1,3.98,Card,
ORD11801,C1563,2025-01-08,Riverside,Pastries,Cinnamon Roll,1,2.81,Card,
ORD11802,C1531,2025-06-07,Riverside,Brewed Coffee,Cold Brew,1,3.19,Card,5.0
ORD11803,C1634,2025-04-01,University Ave,Espresso Drinks,Espresso Shot,2,5.42,Mobile Pay,
ORD11804,C1285,2025-12-02,University Ave,Espresso Drinks,Cappuccino,2,4.28,Card,
ORD11805,C1284,2025-02-13,Riverside,Pastries,Croissant,3,3.56,Mobile Pay,
ORD11806,C1020,2025-11-17,Riverside,Espresso Drinks,Americano,3,4.46,Mobile Pay,
ORD11807,C1485,2025-03-20,Downtown,Pastries,Scone,1,3.28,Mobile Pay,
ORD11808,C1607,2025-02-13,Riverside,Tea,Green Tea,2,4.22,Mobile Pay,
ORD11809,C1174,2025-04-10,Riverside,Tea,Green Tea,1,4.16,Card,5.0
ORD11810,C1627,2025-02-22,Downtown,Pastries,Croissant,2,4.06,Cash,
ORD11811,C1167,2025-05-27,Riverside,Pastries,Muffin,2,4.36,Card,4.0
ORD11812,C1327,2025-05-01,Riverside,Pastries,Muffin,1,3.11,Cash,
ORD11813,C1350,2025-07-12,University Ave,Food,Breakfast Sandwich,1,7.93,Card,
ORD11814,C1078,2025-07-15,University Ave,Espresso Drinks,Cappuccino,2,4.45,Card,
ORD11815,C1331,2025-01-01,riverside,Espresso Drinks,Espresso Shot,2,4.76,Cash,
ORD11816,C1287,2025-02-15,Downtown,Pastries,Muffin,1,2.64,Card,
ORD11817,C1121,2025-02-28,university ave,Brewed Coffee,Cold Brew,1,3.11,Cash,
ORD11818,C1064,2025-03-12,Downtown,Espresso Drinks,Espresso Shot,1,5.25,Mobile Pay,
ORD11819,C1457,2025-02-04,Downtown,Pastries,Cinnamon Roll,1,3.47,Mobile Pay,5.0
ORD11820,C1380,2025-04-25,Downtown,Espresso Drinks,Americano,1,4.42,Cash,3.0
ORD11821,C1408,2025-07-20,Riverside,Espresso Drinks,Flat White,3,5.53,Card,
ORD11822,C1648,2025-04-23,University Ave,Brewed Coffee,Cold Brew,1,3.76,Cash,
ORD11823,C1137,2025-04-30,Downtown,Pastries,Scone,1,2.87,Card,5.0
ORD11824,C1109,2025-06-20, Downtown ,Espresso Drinks,Flat White,1,4.19,Card,4.0
ORD11825,C1101,2025-07-19,Riverside,Espresso Drinks,Cappuccino,2,4.26,Card,
ORD11826,C1228,2025-05-01,Downtown,Brewed Coffee,Pour Over,1,3.26,Card,
ORD11827,C1154,2025-03-22,University Ave,Espresso Drinks,Flat White,2,5.31,Mobile Pay,
ORD11828,C1576,2025-05-30,Riverside,Espresso Drinks,Flat White,3,4.53,Card,
ORD11829,C1344,2025-01-09,Riverside,Food,Avocado Toast,2,5.7,Card,5.0
ORD11830,C1368,2025-06-29,University Ave,Espresso Drinks,Espresso Shot,1,4.22,Cash,4.0
ORD11831,C1499,2025-12-09,Downtown,Espresso Drinks,Americano,3,4.87,Card,4.0
ORD11832,C1331,2025-05-25,Downtown,Brewed Coffee,Drip Coffee,1,3.24,Mobile Pay,
ORD11833,C1569,2025-02-09, Riverside ,Espresso Drinks,Espresso Shot,2,5.35,Card,
ORD11834,C1631,2025-09-15,downtown,Brewed Coffee,Pour Over,2,3.26,Mobile Pay,
ORD11835,C1329,2025-02-16,University Ave,Espresso Drinks,Flat White,1,3.97,Mobile Pay,
ORD11836,C1375,2025-03-12,University Ave,Brewed Coffee,Cold Brew,1,3.57,Card,4.0
ORD11837,C1287,2025-02-23,University Ave,Tea,Green Tea,1,3.86,Mobile Pay,5.0
ORD11838,C1039,2025-11-18,Downtown,Brewed Coffee,Drip Coffee,1,4.18,Card,
ORD11839,C1327,2025-12-24,University Ave,Espresso Drinks,Latte,1,4.57,Mobile Pay,
ORD11840,C1324,2025-07-27,Downtown,Brewed Coffee,Drip Coffee,3,3.98,Card,
ORD11841,C1360,2025-08-13,Downtown,Espresso Drinks,Cappuccino,1,4.24,Gift Card,
ORD11842,C1350,2025-08-23,Riverside,Food,Avocado Toast,2,7.14,Mobile Pay,
ORD11843,C1518,2025-08-11,Downtown,Pastries,Cinnamon Roll,1,2.66,Cash,
ORD11844,C1386,2025-07-18,university ave,Espresso Drinks,Espresso Shot,2,5.45,Gift Card,
ORD11845,C1375,2025-12-26,Riverside,Tea,Herbal Tea,3,4.45,Mobile Pay,5.0
ORD11846,C1055,2025-09-24,University Ave,Brewed Coffee,Drip Coffee,3,3.71,Card,
ORD11847,C1587,2025-02-02,Downtown,Pastries,Muffin,3,3.26,Cash,
ORD11848,C1572,2025-05-23,Riverside,Espresso Drinks,Latte,1,4.78,Card,
ORD11849,C1266,2025-12-21,Riverside,Espresso Drinks,Cappuccino,1,4.32,Mobile Pay,
ORD11850,C1419,2025-05-27,University Ave,Pastries,Croissant,2,3.16,Card,
ORD11851,C1632,2025-03-16,University Ave,Pastries,Croissant,2,4.08,Gift Card,
ORD11852,C1087,2025-11-13,University Ave,Food,Avocado Toast,2,6.05,Card,5.0
ORD11853,C1615,2025-08-15,University Ave,Brewed Coffee,Pour Over,1,2.96,Card,4.0
ORD11854,C1178,2025-07-24,Downtown,Espresso Drinks,Latte,1,4.82,Cash,5.0
ORD11855,C1107,2025-06-02,University Ave,Pastries,Muffin,1,4.15,Cash,4.0
ORD11856,C1111,2025-02-15,Downtown,Brewed Coffee,Cold Brew,3,3.56,Mobile Pay,
ORD11857,C1021,2025-05-20,University Ave,Brewed Coffee,Cold Brew,2,3.56,Card,5.0
ORD11858,C1571,2025-06-09,Downtown,Espresso Drinks,Cappuccino,1,4.38,Mobile Pay,
ORD11859,C1233,2025-12-05,Riverside,Brewed Coffee,Cold Brew,2,3.11,Mobile Pay,
ORD11860,C1363,2025-04-22,University Ave,Espresso Drinks,Flat White,2,5.3,Mobile Pay,5.0
ORD11861,C1592,2025-02-24,University Ave,Pastries,Muffin,1,4.22,Card,4.0
ORD11862,C1269,2025-06-05,University Ave,Brewed Coffee,Pour Over,1,3.35,Mobile Pay,5.0
ORD11863,C1163,2025-12-29,Riverside,Espresso Drinks,Americano,2,4.68,Card,
ORD11864,C1339,2025-06-25,Riverside,Espresso Drinks,Americano,1,5.3,Card,5.0
ORD11865,C1187,2025-05-19,University Ave,Espresso Drinks,Espresso Shot,1,5.7,Cash,3.0
ORD11866,C1400,2025-08-31,Riverside,Tea,Chai Latte,1,3.26,Card,
ORD11867,C1130,2025-08-25,Downtown,Espresso Drinks,Americano,1,5.34,Mobile Pay,5.0
ORD11868,C1116,2025-04-19,Downtown,Espresso Drinks,Cappuccino,2,4.75,Mobile Pay,3.0
ORD11869,C1208,2025-12-19,University Ave,Brewed Coffee,Drip Coffee,1,2.9,Card,4.0
ORD11870,C1598,2025-08-04,Riverside,Espresso Drinks,Cappuccino,3,5.26,Mobile Pay,3.0
ORD11871,C1110,2025-01-21,Downtown,Espresso Drinks,Americano,1,4.21,Mobile Pay,
ORD11872,C1033,2025-05-29,Downtown,Pastries,Scone,3,2.66,Card,4.0
ORD11873,C1552,2025-12-02,Downtown,Espresso Drinks,Cappuccino,3,4.25,Mobile Pay,1.0
ORD11874,C1082,2025-05-24, University Ave ,Pastries,Cinnamon Roll,1,4.26,Card,
ORD11875,C1067,2025-07-26,Downtown,Pastries,Cinnamon Roll,1,3.32,Mobile Pay,
ORD11876,C1643,2025-08-11,University Ave,Pastries,Scone,2,3.94,Gift Card,3.0
ORD11877,C1618,2025-09-14,University Ave,Brewed Coffee,Pour Over,2,3.56,Mobile Pay,4.0
ORD11878,C1587,2025-11-14,Downtown,Espresso Drinks,Cappuccino,1,4.05,Card,
ORD11879,C1420,2025-02-24,Downtown,Pastries,Cinnamon Roll,3,3.54,Cash,5.0
ORD11880,C1027,2025-07-08,University Ave,Tea,Green Tea,1,4.07,Card,
ORD11881,C1384,2025-07-14,Riverside,Brewed Coffee,Pour Over,1,4.04,Cash,
ORD11882,C1608,2025-02-25,Downtown,Brewed Coffee,Cold Brew,1,3.52,Cash,
ORD11883,C1466,2025-09-03,Downtown,Pastries,Cinnamon Roll,1,3.0,Mobile Pay,4.0
ORD11884,C1238,2025-02-13,Downtown,Food,Breakfast Sandwich,1,5.57,Cash,
ORD11885,C1130,2025-06-16,Downtown,Espresso Drinks,Cappuccino,3,4.81,Card,4.0
ORD11886,C1646,2025-05-01,Downtown,Food,Breakfast Sandwich,1,6.5,Mobile Pay,4.0
ORD11887,C1397,2025-02-26,Downtown,Espresso Drinks,Latte,1,5.27,Gift Card,3.0
ORD11888,C1230,2025-10-27,Riverside,Espresso Drinks,Cappuccino,3,4.35,Cash,2.0
ORD11889,C1055,2025-03-30,Downtown,Espresso Drinks,Cappuccino,1,5.56,Card,
ORD11890,C1301,2025-04-03,Downtown,Food,Avocado Toast,1,6.78,Card,
ORD11891,C1468,2025-11-07,Downtown,Food,Bagel,1,7.51,Card,4.0
ORD11892,C1565,2025-11-16,Downtown,Brewed Coffee,Cold Brew,2,3.61,Card,5.0
ORD11893,C1170,2025-01-13,Downtown,Pastries,Scone,1,4.17,Card,2.0
ORD11894,C1557,2025-04-12,Riverside,Espresso Drinks,Cappuccino,1,5.16,Card,
ORD11895,C1538,2025-09-16,Downtown,Tea,Herbal Tea,2,4.59,Cash,
ORD11896,C1388,2025-10-11,University Ave,Pastries,Muffin,1,4.11,Card,
ORD11897,C1541,2025-12-30,University Ave,Pastries,Croissant,3,4.37,Mobile Pay,
ORD11898,C1199,2025-07-21,Downtown,Pastries,Croissant,1,3.02,Mobile Pay,
ORD11899,C1098,2025-01-03,Riverside,Tea,Chai Latte,1,3.38,Card,
ORD11900,C1535,2025-11-15,Downtown,Pastries,Scone,1,2.72,Card,
ORD11901,C1493,2025-02-28,University Ave,Food,Avocado Toast,2,8.0,Mobile Pay,
ORD11902,C1171,2025-02-13,Downtown,Espresso Drinks,Latte,2,4.69,Card,4.0
ORD11903,C1041,2025-09-03,Riverside,Tea,Chai Latte,1,3.29,Mobile Pay,
ORD11904,C1459,2025-08-08,Riverside,Espresso Drinks,Espresso Shot,1,5.4,Card,
ORD11905,C1586,2025-01-22,University Ave,Tea,Herbal Tea,1,3.76,Mobile Pay,5.0
ORD11906,C1015,2025-03-03,Riverside,Pastries,Scone,1,3.29,Card,
ORD11907,C1088,2025-08-03,Downtown,Brewed Coffee,Pour Over,1,4.18,Mobile Pay,
ORD11908,C1545,2025-04-03,University Ave,Tea,Chai Latte,1,4.56,Mobile Pay,4.0
ORD11909,C1414,2025-09-06,Downtown,Espresso Drinks,Latte,2,5.61,Mobile Pay,4.0
ORD11910,C1397,2025-05-30,Downtown,Espresso Drinks,Espresso Shot,2,3.82,Mobile Pay,4.0
ORD11911,C1524,2025-08-03,Downtown,Espresso Drinks,Cappuccino,1,4.29,Card,
ORD11912,C1108,2025-06-22,Riverside,Espresso Drinks,Flat White,1,4.75,Cash,
ORD11913,C1630,2025-05-13,downtown,Pastries,Croissant,3,3.56,Card,5.0
ORD11914,C1633,2025-05-05,Downtown,Espresso Drinks,Latte,1,4.82,Cash,
ORD11915,C1090,2025-09-11,Downtown,Espresso Drinks,Americano,2,5.32,Card,
ORD11916,C1506,2025-07-07,Downtown,Brewed Coffee,Cold Brew,1,3.89,Cash,
ORD11917,C1127,2025-08-05,Riverside,Espresso Drinks,Americano,1,4.47,Card,4.0
ORD11918,C1219,2025-07-30,Riverside,Tea,Chai Latte,1,4.12,Card,4.0
ORD11919,C1153,2025-03-17,University Ave,Food,Avocado Toast,2,7.7,Card,5.0
ORD11920,C1630,2025-11-29,Riverside,Pastries,Muffin,1,4.12,Card,4.0
ORD11921,C1340,2025-07-24,Riverside,Tea,Herbal Tea,1,4.7,Card,
ORD11922,C1173,2025-09-19,Riverside,Espresso Drinks,Cappuccino,1,3.87,Cash,
ORD11923,C1160,2025-11-18,University Ave,Brewed Coffee,Pour Over,2,3.27,Mobile Pay,5.0
ORD11924,C1184,2025-12-03,Riverside,Brewed Coffee,Drip Coffee,2,3.38,Card,4.0
ORD11925,C1014,2025-08-31,University Ave,Espresso Drinks,Flat White,2,5.6,Cash,4.0
ORD11926,C1581,2025-10-14,Downtown,Pastries,Scone,3,3.93,Mobile Pay,
ORD11927,C1126,2025-06-21,Downtown,Pastries,Muffin,3,3.29,Card,
ORD11928,C1081,2025-09-26,Riverside,Espresso Drinks,Espresso Shot,1,4.81,Gift Card,
ORD11929,C1105,2025-04-28,Riverside,Pastries,Scone,1,3.58,Cash,4.0
ORD11930,C1156,2025-09-17,Riverside,Food,Breakfast Sandwich,1,7.97,Mobile Pay,5.0
ORD11931,C1566,2025-02-01,Downtown,Food,Avocado Toast,3,5.96,Card,
ORD11932,C1105,2025-11-29,Downtown,Espresso Drinks,Espresso Shot,1,5.08,Mobile Pay,4.0
ORD11933,C1072,2025-03-31,Riverside,Food,Bagel,1,7.99,Cash,5.0
ORD11934,C1221,2025-08-27,Riverside,Food,Bagel,1,7.95,Card,4.0
ORD11935,C1136,2025-01-05,Riverside,Food,Breakfast Sandwich,1,5.65,Card,
ORD11936,C1288,2025-02-26,Riverside,Pastries,Scone,3,3.9,Gift Card,5.0
ORD11937,C1025,2025-12-26,Riverside,Espresso Drinks,Flat White,1,5.01,Card,4.0
ORD11938,C1423,2025-10-31,Riverside,Espresso Drinks,Flat White,2,5.06,Cash,
ORD11939,C1549,2025-03-22,University Ave,Brewed Coffee,Cold Brew,3,2.88,Cash,
