order_id,customer_id,order_date,store_location,category,item,quantity,unit_price,payment_method,satisfaction_rating,total_amount,month,day_of_week
ORD11099,C1289,2025-07-25,Downtown,Pastries,Scone,1,3.47,Cash,,3.47,July,Friday
ORD11100,C1152,2025-10-22,Downtown,Brewed Coffee,Pour Over,1,2.88,Card,4.0,2.88,October,Wednesday
ORD11101,C1332,2025-05-14,University Ave,Espresso Drinks,Latte,1,4.57,Mobile Pay,,4.57,May,Wednesday
ORD11102,C1264,2025-10-08,University Ave,Brewed Coffee,Pour Over,1,3.08,Mobile Pay,5.0,3.08,October,Wednesday
ORD11103,C1199,2025-08-16,University Ave,Espresso Drinks,Espresso Shot,1,4.81,Card,,4.81,August,Saturday
ORD11104,C1220,2025-04-17,Riverside,Espresso Drinks,Flat White,1,5.55,Card,5.0,5.55,April,Thursday
ORD11105,C1334,2025-11-29,Downtown,Espresso Drinks,Flat White,1,4.67,Cash,5.0,4.67,November,Saturday
ORD11106,C1512,2025-06-08,Riverside,Food,Breakfast Sandwich,1,6.17,Mobile Pay,,6.17,June,Sunday
ORD11107,C1518,2025-02-24,Downtown,Espresso Drinks,Cappuccino,3,5.16,Mobile Pay,,15.48,February,Monday
ORD11108,C1121,2025-12-17,Downtown,Espresso Drinks,Flat White,1,4.49,Cash,3.0,4.49,December,Wednesday
ORD11109,C1555,2025-11-29,University Ave,Tea,Chai Latte,2,4.28,Mobile Pay,,8.56,November,Saturday
ORD11110,C1465,2025-01-19,Downtown,Espresso Drinks,Americano,2,4.07,Gift Card,4.0,8.14,January,Sunday
ORD11111,C1009,2025-11-25,Downtown,Brewed Coffee,Pour Over,1,3.49,Mobile Pay,,3.49,November,Tuesday
ORD11112,C1527,2025-12-11,University Ave,Espresso Drinks,Flat White,2,5.38,Card,3.0,10.76,December,Thursday
ORD11113,C1510,2025-10-29,Riverside,Espresso Drinks,Espresso Shot,3,4.24,Mobile Pay,,12.72,October,Wednesday
ORD11114,C1463,2025-04-03,University Ave,Food,Avocado Toast,2,6.66,Cash,,13.32,April,Thursday
ORD11115,C1072,2025-08-18,Downtown,Tea,Green Tea,1,4.44,Mobile Pay,4.0,4.44,August,Monday
ORD11116,C1459,2025-07-15,University Ave,Tea,Chai Latte,1,3.51,Gift Card,,3.51,July,Tuesday
ORD11117,C1097,2025-08-14,Downtown,Espresso Drinks,Flat White,2,4.49,Mobile Pay,,8.98,August,Thursday
ORD11118,C1646,2025-08-13,Riverside,Brewed Coffee,Cold Brew,3,3.55,Card,3.0,10.65,August,Wednesday
ORD11119,C1071,2025-08-21,Downtown,Espresso Drinks,Espresso Shot,2,4.61,Card,,9.22,August,Thursday
ORD11120,C1185,2025-07-07,Riverside,Brewed Coffee,Cold Brew,2,4.2,Mobile Pay,5.0,8.4,July,Monday
ORD11121,C1613,2025-09-09,Riverside,Espresso Drinks,Flat White,2,3.96,Mobile Pay,,7.92,September,Tuesday
ORD11122,C1499,2025-07-11,Riverside,Brewed Coffee,Pour Over,2,3.44,Card,,6.88,July,Friday
ORD11123,C1164,2025-01-06,University Ave,Food,Breakfast Sandwich,1,8.3,Gift Card,,8.3,January,Monday
ORD11124,C1235,2025-01-13,University Ave,Tea,Green Tea,3,4.17,Card,,12.51,January,Monday
ORD11125,C1282,2025-12-15,Riverside,Espresso Drinks,Latte,1,5.24,Mobile Pay,3.0,5.24,December,Monday
ORD11126,C1584,2025-11-27,Riverside,Brewed Coffee,Cold Brew,1,3.43,Card,5.0,3.43,November,Thursday
ORD11127,C1279,2025-08-02,Riverside,Espresso Drinks,Americano,2,4.47,Cash,3.0,8.94,August,Saturday
ORD11128,C1018,2025-03-05,Downtown,Food,Bagel,1,5.52,Mobile Pay,4.0,5.52,March,Wednesday
ORD11129,C1430,2025-10-12,Downtown,Pastries,Scone,2,4.15,Mobile Pay,,8.3,October,Sunday
ORD11130,C1087,2025-02-22,Downtown,Pastries,Muffin,1,4.13,Card,,4.13,February,Saturday
ORD11131,C1198,2025-05-18,Downtown,Brewed Coffee,Drip Coffee,2,2.83,Card,4.0,5.66,May,Sunday
ORD11132,C1329,2025-05-01,University Ave,Pastries,Croissant,2,3.45,Mobile Pay,,6.9,May,Thursday
ORD11133,C1577,2025-01-05,Riverside,Food,Bagel,2,7.51,Card,,15.02,January,Sunday
ORD11134,C1011,2025-10-21,Downtown,Espresso Drinks,Espresso Shot,2,4.32,Card,4.0,8.64,October,Tuesday
ORD11135,C1401,2025-07-05,Downtown,Espresso Drinks,Cappuccino,1,4.16,Gift Card,,4.16,July,Saturday
ORD11136,C1087,2025-04-26,Downtown,Brewed Coffee,Drip Coffee,2,3.05,Mobile Pay,,6.1,April,Saturday
ORD11137,C1559,2025-07-04,Downtown,Brewed Coffee,Drip Coffee,2,3.4,Card,,6.8,July,Friday
ORD11138,C1349,2025-01-01,University Ave,Pastries,Scone,2,2.79,Cash,,5.58,January,Wednesday
ORD11139,C1470,2025-06-09,Downtown,Brewed Coffee,Drip Coffee,2,3.93,Cash,3.0,7.86,June,Monday
ORD11140,C1351,2025-07-09,University Ave,Food,Breakfast Sandwich,1,8.12,Cash,5.0,8.12,July,Wednesday
ORD11141,C1549,2025-05-04,University Ave,Tea,Herbal Tea,1,4.4,Mobile Pay,,4.4,May,Sunday
ORD11142,C1291,2025-10-30,Riverside,Pastries,Cinnamon Roll,1,4.02,Cash,,4.02,October,Thursday
ORD11143,C1250,2025-04-01,University Ave,Espresso Drinks,Flat White,1,5.25,Card,,5.25,April,Tuesday
ORD11144,C1278,2025-02-20,Riverside,Espresso Drinks,Americano,3,4.88,Mobile Pay,,14.64,February,Thursday
ORD11145,C1302,2025-07-12,Downtown,Food,Bagel,2,6.07,Gift Card,,12.14,July,Saturday
ORD11146,C1239,2025-11-19,University Ave,Brewed Coffee,Drip Coffee,1,2.84,Cash,,2.84,November,Wednesday
ORD11147,C1414,2025-05-17,University Ave,Brewed Coffee,Pour Over,2,3.68,Card,,7.36,May,Saturday
ORD11148,C1008,2025-01-17,Downtown,Tea,Herbal Tea,2,4.09,Mobile Pay,5.0,8.18,January,Friday
ORD11149,C1545,2025-12-20,Downtown,Espresso Drinks,Espresso Shot,2,4.66,Gift Card,,9.32,December,Saturday
ORD11150,C1574,2025-06-11,Downtown,Espresso Drinks,Flat White,1,4.31,Cash,5.0,4.31,June,Wednesday
ORD11151,C1331,2025-03-04,Downtown,Brewed Coffee,Pour Over,3,3.96,Card,,11.88,March,Tuesday
ORD11152,C1438,2025-08-13,Downtown,Food,Breakfast Sandwich,2,5.71,Cash,4.0,11.42,August,Wednesday
ORD11153,C1161,2025-04-27,Downtown,Pastries,Muffin,1,3.25,Card,,3.25,April,Sunday
ORD11154,C1364,2025-12-08,Downtown,Food,Bagel,1,7.06,Cash,5.0,7.06,December,Monday
ORD11155,C1467,2025-04-18,Downtown,Tea,Chai Latte,3,4.01,Card,2.0,12.03,April,Friday
ORD11156,C1592,2025-07-20,University Ave,Espresso Drinks,Americano,2,4.32,Cash,,8.64,July,Sunday
ORD11157,C1510,2025-07-17,Downtown,Tea,Green Tea,3,3.75,Card,5.0,11.25,July,Thursday
ORD11158,C1134,2025-03-30,University Ave,Espresso Drinks,Latte,3,5.59,Cash,,16.77,March,Sunday
ORD11159,C1173,2025-07-01,Riverside,Espresso Drinks,Flat White,2,5.62,Cash,,11.24,July,Tuesday
ORD11160,C1387,2025-02-09,Downtown,Food,Avocado Toast,1,7.89,Mobile Pay,,7.89,February,Sunday
ORD11161,C1330,2025-08-23,Downtown,Pastries,Cinnamon Roll,2,2.8,Mobile Pay,,5.6,August,Saturday
ORD11162,C1145,2025-10-04,Downtown,Espresso Drinks,Cappuccino,2,5.24,Cash,,10.48,October,Saturday
ORD11163,C1394,2025-12-12,Riverside,Brewed Coffee,Pour Over,1,2.91,Card,,2.91,December,Friday
ORD11164,C1399,2025-04-29,University Ave,Brewed Coffee,Drip Coffee,2,4.11,Card,,8.22,April,Tuesday
ORD11165,C1159,2025-04-14,University Ave,Food,Avocado Toast,1,7.02,Gift Card,,7.02,April,Monday
ORD11166,C1265,2025-07-19,Downtown,Pastries,Scone,3,2.98,Mobile Pay,,8.94,July,Saturday
ORD11167,C1053,2025-09-10,Downtown,Brewed Coffee,Cold Brew,3,3.03,Mobile Pay,,9.09,September,Wednesday
ORD11168,C1454,2025-12-28,Riverside,Espresso Drinks,Espresso Shot,1,4.21,Card,,4.21,December,Sunday
ORD11169,C1006,2025-01-10,Downtown,Espresso Drinks,Latte,2,5.02,Card,,10.04,January,Friday
ORD11170,C1311,2025-03-28,Downtown,Tea,Chai Latte,2,4.12,Card,,8.24,March,Friday
ORD11171,C1403,2025-04-06,University Ave,Pastries,Croissant,1,2.75,Gift Card,,2.75,April,Sunday
ORD11172,C1613,2025-04-03,Downtown,Espresso Drinks,Cappuccino,1,5.7,Mobile Pay,,5.7,April,Thursday
ORD11173,C1605,2025-06-18,Riverside,Tea,Herbal Tea,1,3.27,Card,,3.27,June,Wednesday
ORD11174,C1494,2025-11-14,Downtown,Brewed Coffee,Drip Coffee,1,4.07,Cash,5.0,4.07,November,Friday
ORD11175,C1338,2025-01-12,Riverside,Espresso Drinks,Espresso Shot,1,5.57,Card,5.0,5.57,January,Sunday
ORD11176,C1627,2025-10-24,Riverside,Food,Breakfast Sandwich,2,5.68,Card,,11.36,October,Friday
ORD11177,C1067,2025-08-13,Downtown,Espresso Drinks,Cappuccino,3,3.8,Card,2.0,11.4,August,Wednesday
ORD11178,C1169,2025-08-12,Downtown,Tea,Green Tea,1,3.93,Card,,3.93,August,Tuesday
ORD11179,C1000,2025-09-04,Riverside,Espresso Drinks,Flat White,2,5.75,Gift Card,,11.5,September,Thursday
ORD11180,C1262,2025-02-12,Downtown,Pastries,Croissant,1,3.05,Card,4.0,3.05,February,Wednesday
ORD11181,C1029,2025-09-29,Riverside,Brewed Coffee,Cold Brew,2,3.94,Mobile Pay,5.0,7.88,September,Monday
ORD11182,C1215,2025-04-01,Downtown,Espresso Drinks,Flat White,1,5.12,Mobile Pay,,5.12,April,Tuesday
ORD11183,C1481,2025-07-08,Riverside,Food,Bagel,1,7.79,Mobile Pay,,7.79,July,Tuesday
ORD11184,C1019,2025-09-04,Riverside,Espresso Drinks,Cappuccino,2,5.61,Card,3.0,11.22,September,Thursday
ORD11185,C1211,2025-08-08,Riverside,Espresso Drinks,Cappuccino,2,3.84,Card,5.0,7.68,August,Friday
ORD11186,C1048,2025-04-28,Riverside,Espresso Drinks,Flat White,1,4.38,Card,4.0,4.38,April,Monday
ORD11187,C1377,2025-05-25,Riverside,Brewed Coffee,Cold Brew,1,2.83,Cash,,2.83,May,Sunday
ORD11188,C1219,2025-06-23,Downtown,Brewed Coffee,Cold Brew,1,2.78,Cash,4.0,2.78,June,Monday
ORD11189,C1226,2025-01-16,Riverside,Tea,Green Tea,1,4.68,Mobile Pay,,4.68,January,Thursday
ORD11190,C1392,2025-09-22,University Ave,Espresso Drinks,Cappuccino,3,4.34,Mobile Pay,3.0,13.02,September,Monday
ORD11191,C1625,2025-02-06,Riverside,Tea,Green Tea,1,4.16,Mobile Pay,,4.16,February,Thursday
ORD11192,C1594,2025-06-16,University Ave,Pastries,Scone,3,3.02,Cash,,9.06,June,Monday
ORD11193,C1471,2025-08-27,Downtown,Brewed Coffee,Pour Over,3,3.6,Card,4.0,10.8,August,Wednesday
ORD11194,C1477,2025-01-30,University Ave,Espresso Drinks,Latte,1,4.44,Card,4.0,4.44,January,Thursday
ORD11195,C1383,2025-12-29,Riverside,Brewed Coffee,Pour Over,2,4.05,Card,,8.1,December,Monday
ORD11196,C1476,2025-05-18,University Ave,Espresso Drinks,Espresso Shot,2,4.04,Mobile Pay,5.0,8.08,May,Sunday
ORD11197,C1156,2025-01-06,Downtown,Espresso Drinks,Espresso Shot,1,5.0,Card,,5.0,January,Monday
ORD11198,C1293,2025-08-28,Downtown,Brewed Coffee,Drip Coffee,1,4.07,Card,4.0,4.07,August,Thursday
ORD11199,C1072,2025-07-22,University Ave,Tea,Chai Latte,2,4.0,Card,,8.0,July,Tuesday
ORD11200,C1325,2025-08-22,University Ave,Tea,Green Tea,1,4.18,Gift Card,,4.18,August,Friday
ORD11201,C1344,2025-10-01,Downtown,Espresso Drinks,Espresso Shot,3,5.46,Mobile Pay,,16.38,October,Wednesday
ORD11202,C1377,2025-06-23,University Ave,Espresso Drinks,Americano,3,5.64,Card,,16.92,June,Monday
ORD11203,C1033,2025-10-28,Downtown,Brewed Coffee,Drip Coffee,3,3.8,Card,3.0,11.4,October,Tuesday
ORD11204,C1190,2025-05-15,Riverside,Food,Avocado Toast,2,7.94,Mobile Pay,5.0,15.88,May,Thursday
ORD11205,C1158,2025-07-18,Riverside,Brewed Coffee,Pour Over,3,3.94,Cash,5.0,11.82,July,Friday
ORD11206,C1118,2025-02-27,Downtown,Espresso Drinks,Espresso Shot,1,5.49,Card,,5.49,February,Thursday
ORD11207,C1623,2025-08-14,Riverside,Espresso Drinks,Latte,1,5.35,Card,4.0,5.35,August,Thursday
ORD11208,C1538,2025-04-06,Downtown,Espresso Drinks,Americano,1,4.46,Card,,4.46,April,Sunday
ORD11209,C1037,2025-09-11,Riverside,Brewed Coffee,Cold Brew,2,3.47,Card,4.0,6.94,September,Thursday
ORD11210,C1118,2025-10-19,Riverside,Brewed Coffee,Cold Brew,1,3.39,Card,,3.39,October,Sunday
ORD11211,C1603,2025-11-09,University Ave,Espresso Drinks,Cappuccino,1,3.79,Card,4.0,3.79,November,Sunday
ORD11212,C1534,2025-12-05,Riverside,Pastries,Scone,3,3.31,Card,4.0,9.93,December,Friday
ORD11213,C1627,2025-02-14,Riverside,Food,Bagel,1,6.97,Mobile Pay,,6.97,February,Friday
ORD11214,C1623,2025-02-20,Riverside,Espresso Drinks,Cappuccino,3,4.36,Gift Card,,13.08,February,Thursday
ORD11215,C1455,2025-12-04,Downtown,Espresso Drinks,Latte,2,4.08,Card,,8.16,December,Thursday
ORD11216,C1199,2025-05-19,Riverside,Espresso Drinks,Latte,2,4.66,Card,,9.32,May,Monday
ORD11217,C1575,2025-01-10,Downtown,Food,Breakfast Sandwich,1,6.23,Card,3.0,6.23,January,Friday
ORD11218,C1033,2025-04-15,University Ave,Brewed Coffee,Cold Brew,2,3.34,Cash,,6.68,April,Tuesday
ORD11219,C1088,2025-11-01,Riverside,Espresso Drinks,Flat White,2,4.29,Card,5.0,8.58,November,Saturday
ORD11220,C1523,2025-05-10,University Ave,Brewed Coffee,Drip Coffee,2,3.03,Card,,6.06,May,Saturday
ORD11221,C1143,2025-01-28,Downtown,Pastries,Scone,2,4.02,Cash,,8.04,January,Tuesday
ORD11222,C1357,2025-09-20,Downtown,Food,Bagel,1,8.13,Card,,8.13,September,Saturday
ORD11223,C1112,2025-03-12,University Ave,Brewed Coffee,Drip Coffee,2,3.42,Card,4.0,6.84,March,Wednesday
ORD11224,C1088,2025-05-09,University Ave,Espresso Drinks,Americano,1,4.75,Card,3.0,4.75,May,Friday
ORD11225,C1285,2025-01-02,University Ave,Espresso Drinks,Americano,1,4.74,Mobile Pay,4.0,4.74,January,Thursday
ORD11226,C1449,2025-08-08,University Ave,Espresso Drinks,Cappuccino,1,4.81,Mobile Pay,,4.81,August,Friday
ORD11227,C1059,2025-06-12,Riverside,Tea,Green Tea,1,4.47,Cash,3.0,4.47,June,Thursday
ORD11228,C1410,2025-11-12,Downtown,Pastries,Muffin,2,3.71,Card,,7.42,November,Wednesday
ORD11229,C1501,2025-05-02,University Ave,Espresso Drinks,Americano,1,4.62,Card,4.0,4.62,May,Friday
ORD11230,C1352,2025-03-16,University Ave,Espresso Drinks,Espresso Shot,2,4.55,Gift Card,,9.1,March,Sunday
ORD11231,C1091,2025-03-02,University Ave,Brewed Coffee,Pour Over,1,4.2,Mobile Pay,3.0,4.2,March,Sunday
ORD11232,C1248,2025-03-14,University Ave,Pastries,Cinnamon Roll,1,3.33,Card,3.0,3.33,March,Friday
ORD11233,C1475,2025-06-14,Downtown,Espresso Drinks,Latte,3,5.61,Cash,3.0,16.83,June,Saturday
ORD11234,C1499,2025-02-01,Downtown,Brewed Coffee,Pour Over,1,3.09,Card,4.0,3.09,February,Saturday
ORD11235,C1054,2025-05-27,Riverside,Espresso Drinks,Latte,1,4.17,Card,5.0,4.17,May,Tuesday
ORD11236,C1354,2025-11-08,University Ave,Espresso Drinks,Flat White,1,5.73,Mobile Pay,,5.73,November,Saturday
ORD11237,C1284,2025-10-07,University Ave,Brewed Coffee,Cold Brew,3,3.88,Card,4.0,11.64,October,Tuesday
ORD11238,C1107,2025-08-20,Downtown,Pastries,Scone,3,4.25,Gift Card,,12.75,August,Wednesday
ORD11239,C1598,2025-11-22,University Ave,Pastries,Scone,2,3.87,Card,,7.74,November,Saturday
ORD11240,C1419,2025-10-11,Downtown,Espresso Drinks,Espresso Shot,1,5.03,Cash,5.0,5.03,October,Saturday
ORD11241,C1053,2025-08-26,Downtown,Pastries,Scone,2,2.74,Cash,,5.48,August,Tuesday
ORD11242,C1043,2025-11-11,Downtown,Tea,Chai Latte,1,4.06,Card,3.0,4.06,November,Tuesday
ORD11243,C1597,2025-02-15,University Ave,Food,Avocado Toast,2,8.42,Card,5.0,16.84,February,Saturday
ORD11244,C1296,2025-10-25,Downtown,Brewed Coffee,Cold Brew,2,3.56,Card,5.0,7.12,October,Saturday
ORD11245,C1408,2025-04-18,Downtown,Espresso Drinks,Flat White,2,5.0,Card,,10.0,April,Friday
ORD11246,C1019,2025-09-24,Downtown,Brewed Coffee,Drip Coffee,2,3.87,Mobile Pay,4.0,7.74,September,Wednesday
ORD11247,C1562,2025-11-29,Downtown,Brewed Coffee,Pour Over,3,3.82,Card,4.0,11.46,November,Saturday
ORD11248,C1318,2025-06-30,Riverside,Espresso Drinks,Americano,3,5.53,Card,,16.59,June,Monday
ORD11249,C1642,2025-02-02,University Ave,Brewed Coffee,Pour Over,1,3.7,Card,,3.7,February,Sunday
ORD11250,C1060,2025-05-15,University Ave,Brewed Coffee,Cold Brew,1,2.99,Card,,2.99,May,Thursday
ORD11251,C1249,2025-05-29,Riverside,Pastries,Scone,2,2.96,Card,,5.92,May,Thursday
ORD11252,C1177,2025-12-07,Riverside,Pastries,Muffin,2,3.52,Card,5.0,7.04,December,Sunday
ORD11253,C1206,2025-12-10,Riverside,Brewed Coffee,Drip Coffee,1,3.28,Gift Card,,3.28,December,Wednesday
ORD11254,C1283,2025-07-26,Riverside,Brewed Coffee,Drip Coffee,1,3.94,Cash,4.0,3.94,July,Saturday
ORD11255,C1622,2025-12-13,Riverside,Espresso Drinks,Espresso Shot,1,4.43,Gift Card,,4.43,December,Saturday
ORD11256,C1481,2025-06-08,University Ave,Food,Bagel,2,7.94,Cash,4.0,15.88,June,Sunday
ORD11257,C1502,2025-05-30,University Ave,Food,Bagel,3,8.0,Cash,,24.0,May,Friday
ORD11258,C1625,2025-11-01,Riverside,Pastries,Muffin,1,3.58,Gift Card,,3.58,November,Saturday
ORD11259,C1413,2025-08-31,Downtown,Brewed Coffee,Cold Brew,1,2.81,Cash,,2.81,August,Sunday
ORD11260,C1540,2025-07-10,Downtown,Espresso Drinks,Cappuccino,3,5.42,Mobile Pay,,16.26,July,Thursday
ORD11261,C1230,2025-06-16,Downtown,Food,Breakfast Sandwich,3,7.52,Mobile Pay,,22.56,June,Monday
ORD11262,C1382,2025-09-14,Riverside,Pastries,Cinnamon Roll,3,2.66,Cash,4.0,7.98,September,Sunday
ORD11263,C1033,2025-10-02,Riverside,Pastries,Muffin,2,3.38,Card,,6.76,October,Thursday
ORD11264,C1415,2025-06-28,University Ave,Pastries,Croissant,1,2.87,Card,4.0,2.87,June,Saturday
ORD11265,C1363,2025-01-12,Downtown,Brewed Coffee,Drip Coffee,2,3.86,Card,,7.72,January,Sunday
ORD11266,C1393,2025-02-07,Downtown,Brewed Coffee,Pour Over,1,2.87,Card,,2.87,February,Friday
ORD11267,C1106,2025-02-22,Downtown,Pastries,Cinnamon Roll,1,4.38,Mobile Pay,,4.38,February,Saturday
ORD11268,C1267,2025-06-18,University Ave,Espresso Drinks,Americano,3,4.72,Gift Card,,14.16,June,Wednesday
ORD11269,C1562,2025-08-12,Downtown,Pastries,Croissant,1,3.5,Mobile Pay,3.0,3.5,August,Tuesday
ORD11270,C1136,2025-10-20,Downtown,Espresso Drinks,Cappuccino,3,4.4,Card,5.0,13.2,October,Monday
ORD11271,C1180,2025-03-26,Downtown,Espresso Drinks,Latte,3,4.95,Card,1.0,14.85,March,Wednesday
ORD11272,C1379,2025-10-14,Downtown,Espresso Drinks,Cappuccino,3,4.45,Mobile Pay,4.0,13.35,October,Tuesday
ORD11273,C1507,2025-08-31,Riverside,Espresso Drinks,Latte,2,4.13,Mobile Pay,,8.26,August,Sunday
ORD11274,C1108,2025-01-19,Downtown,Pastries,Muffin,1,2.54,Card,,2.54,January,Sunday
ORD11275,C1368,2025-05-08,Riverside,Tea,Herbal Tea,1,3.82,Card,,3.82,May,Thursday
ORD11276,C1097,2025-04-21,Downtown,Food,Bagel,2,8.28,Cash,,16.56,April,Monday
ORD11277,C1276,2025-11-19,Downtown,Espresso Drinks,Latte,2,4.95,Cash,,9.9,November,Wednesday
ORD11278,C1264,2025-12-02,Downtown,Food,Breakfast Sandwich,2,6.82,Mobile Pay,,13.64,December,Tuesday
ORD11279,C1228,2025-10-26,Downtown,Espresso Drinks,Flat White,1,5.19,Cash,3.0,5.19,October,Sunday
ORD11280,C1403,2025-07-12,Downtown,Espresso Drinks,Flat White,1,4.28,Card,3.0,4.28,July,Saturday
ORD11281,C1325,2025-06-29,Downtown,Tea,Chai Latte,1,4.03,Mobile Pay,,4.03,June,Sunday
ORD11282,C1362,2025-04-24,University Ave,Tea,Green Tea,1,3.5,Card,2.0,3.5,April,Thursday
ORD11283,C1127,2025-10-09,University Ave,Espresso Drinks,Latte,1,3.89,Mobile Pay,4.0,3.89,October,Thursday
ORD11284,C1536,2025-02-01,University Ave,Pastries,Cinnamon Roll,1,3.27,Card,4.0,3.27,February,Saturday
ORD11285,C1199,2025-04-09,Riverside,Espresso Drinks,Cappuccino,1,5.46,Mobile Pay,3.0,5.46,April,Wednesday
ORD11286,C1282,2025-02-19,University Ave,Brewed Coffee,Drip Coffee,2,3.71,Cash,,7.42,February,Wednesday
ORD11287,C1467,2025-06-29,University Ave,Espresso Drinks,Flat White,2,4.05,Card,3.0,8.1,June,Sunday
ORD11288,C1025,2025-04-20,Riverside,Food,Breakfast Sandwich,1,7.5,Mobile Pay,4.0,7.5,April,Sunday
ORD11289,C1360,2025-03-13,Downtown,Brewed Coffee,Pour Over,3,3.51,Mobile Pay,4.0,10.53,March,Thursday
ORD11290,C1021,2025-05-18,Riverside,Espresso Drinks,Flat White,2,3.93,Card,,7.86,May,Sunday
ORD11291,C1258,2025-11-10,Riverside,Espresso Drinks,Latte,3,5.57,Card,4.0,16.71,November,Monday
ORD11292,C1461,2025-07-23,Downtown,Pastries,Scone,1,3.78,Cash,,3.78,July,Wednesday
ORD11293,C1460,2025-10-27,Riverside,Tea,Chai Latte,1,4.52,Card,,4.52,October,Monday
ORD11294,C1189,2025-11-29,Downtown,Pastries,Cinnamon Roll,3,3.76,Cash,,11.28,November,Saturday
ORD11295,C1201,2025-11-25,University Ave,Tea,Green Tea,1,4.02,Cash,,4.02,November,Tuesday
ORD11296,C1160,2025-05-08,University Ave,Espresso Drinks,Cappuccino,3,4.59,Card,,13.77,May,Thursday
ORD11297,C1647,2025-11-16,Downtown,Brewed Coffee,Pour Over,1,2.86,Card,5.0,2.86,November,Sunday
ORD11298,C1302,2025-11-28,Downtown,Tea,Chai Latte,1,4.32,Mobile Pay,3.0,4.32,November,Friday
ORD11299,C1319,2025-12-16,Downtown,Food,Breakfast Sandwich,2,7.94,Card,4.0,15.88,December,Tuesday
ORD11300,C1138,2025-05-08,Riverside,Brewed Coffee,Drip Coffee,1,3.09,Mobile Pay,4.0,3.09,May,Thursday
ORD11301,C1215,2025-03-25,Downtown,Food,Bagel,2,6.04,Card,4.0,12.08,March,Tuesday
ORD11302,C1449,2025-08-01,Riverside,Brewed Coffee,Drip Coffee,1,2.96,Cash,,2.96,August,Friday
ORD11303,C1216,2025-12-06,University Ave,Tea,Herbal Tea,2,4.04,Mobile Pay,3.0,8.08,December,Saturday
ORD11304,C1489,2025-11-24,Riverside,Espresso Drinks,Cappuccino,3,4.95,Mobile Pay,5.0,14.85,November,Monday
ORD11305,C1565,2025-07-27,Downtown,Tea,Herbal Tea,1,4.66,Mobile Pay,5.0,4.66,July,Sunday
ORD11306,C1440,2025-02-24,Downtown,Pastries,Croissant,3,3.84,Mobile Pay,4.0,11.52,February,Monday
ORD11307,C1326,2025-06-03,Downtown,Tea,Green Tea,1,4.29,Card,,4.29,June,Tuesday
ORD11308,C1079,2025-09-17,Downtown,Food,Avocado Toast,2,7.29,Cash,,14.58,September,Wednesday
ORD11309,C1519,2025-07-23,Downtown,Espresso Drinks,Cappuccino,1,5.63,Mobile Pay,4.0,5.63,July,Wednesday
ORD11310,C1645,2025-05-06,Riverside,Tea,Chai Latte,1,4.63,Card,3.0,4.63,May,Tuesday
ORD11311,C1583,2025-05-05,Downtown,Espresso Drinks,Espresso Shot,2,3.81,Card,,7.62,May,Monday
ORD11312,C1205,2025-01-22,Downtown,Espresso Drinks,Latte,1,5.59,Card,,5.59,January,Wednesday
ORD11313,C1550,2025-04-16,Downtown,Brewed Coffee,Cold Brew,1,3.2,Cash,3.0,3.2,April,Wednesday
ORD11314,C1011,2025-09-01,Riverside,Brewed Coffee,Pour Over,1,3.64,Card,,3.64,September,Monday
ORD11315,C1154,2025-03-29,Riverside,Food,Avocado Toast,1,5.52,Gift Card,4.0,5.52,March,Saturday
ORD11316,C1047,2025-12-28,University Ave,Tea,Green Tea,1,3.52,Card,,3.52,December,Sunday
ORD11317,C1645,2025-01-31,Downtown,Espresso Drinks,Flat White,1,4.59,Mobile Pay,4.0,4.59,January,Friday
ORD11318,C1448,2025-08-03,University Ave,Espresso Drinks,Espresso Shot,2,5.57,Card,3.0,11.14,August,Sunday
ORD11319,C1371,2025-06-30,University Ave,Brewed Coffee,Pour Over,1,3.63,Cash,4.0,3.63,June,Monday
ORD11320,C1365,2025-10-31,Riverside,Espresso Drinks,Flat White,2,3.89,Card,,7.78,October,Friday
ORD11321,C1470,2025-11-20,Downtown,Espresso Drinks,Cappuccino,1,5.48,Card,3.0,5.48,November,Thursday
ORD11322,C1330,2025-07-17,University Ave,Brewed Coffee,Pour Over,2,3.11,Cash,4.0,6.22,July,Thursday
ORD11323,C1361,2025-08-18,University Ave,Espresso Drinks,Cappuccino,1,5.12,Mobile Pay,,5.12,August,Monday
ORD11324,C1175,2025-09-12,Riverside,Espresso Drinks,Latte,1,4.72,Mobile Pay,,4.72,September,Friday
ORD11325,C1045,2025-07-09,Riverside,Brewed Coffee,Cold Brew,1,3.93,Card,5.0,3.93,July,Wednesday
ORD11326,C1244,2025-03-09,University Ave,Food,Avocado Toast,3,8.05,Card,4.0,24.15,March,Sunday
ORD11327,C1643,2025-06-06,Downtown,Espresso Drinks,Cappuccino,1,4.8,Mobile Pay,,4.8,June,Friday
ORD11328,C1148,2025-03-29,Riverside,Espresso Drinks,Cappuccino,3,5.61,Card,5.0,16.83,March,Saturday
ORD11329,C1282,2025-06-19,Riverside,Pastries,Croissant,1,4.0,Mobile Pay,,4.0,June,Thursday
ORD11330,C1235,2025-08-12,Downtown,Food,Bagel,1,7.99,Mobile Pay,,7.99,August,Tuesday
ORD11331,C1250,2025-03-18,Riverside,Pastries,Croissant,3,3.85,Card,,11.55,March,Tuesday
