customer_id,age,gender,loyalty_member,signup_date,age_group
C1635,53,Female,False,2025-11-27,45-54
C1636,30,Male,True,2024-04-05,25-34
C1637,33,Male,True,2025-07-20,25-34
C1638,59,Female,False,2025-10-21,55+
C1639,67,Female,False,2024-10-22,55+
C1640,52,Female,False,2025-07-21,45-54
C1641,65,Female,False,2024-05-10,55+
C1642,62,Female,False,2025-02-24,55+
C1643,43,Female,True,2025-12-28,35-44
C1644,58,Male,True,2024-03-05,55+
C1645,35,Non-binary,True,2025-01-05,35-44
C1646,41,Female,True,2025-06-30,35-44
C1647,45,Non-binary,True,2024-09-13,45-54
C1648,67,Female,False,2024-12-25,55+
C1649,62,Non-binary,True,2025-12-11,55+
